symbol	base	module	count	status_counts	resolved_ea	example_ea	example_line
byte_C6F2	byte_C6F2		1	direct:1	0x0000C6F2	0x000086B3	CODE:000086B3                 ldi     @byte_C6F2,ar2  ; CREATEC
byte_C6F3	byte_C6F3		1	direct:1	0x0000C6F3	0x000086F5	CODE:000086F5                 ldi     @byte_C6F3,ar2  ; CREATEC
byte_C719	byte_C719		1	direct:1	0x0000C719	0x00006D10	CODE:00006D10                 ldi     @byte_C719,ar2
byte_C71A	byte_C71A		1	direct:1	0x0000C71A	0x00006D1C	CODE:00006D1C                 ldi     @byte_C71A,ar2
byte_C71B	byte_C71B		1	direct:1	0x0000C71B	0x00006D28	CODE:00006D28                 ldi     @byte_C71B,ar2
byte_C71D	byte_C71D		1	direct:1	0x0000C71D	0x00006D65	CODE:00006D65                 ldi     @byte_C71D,r0
byte_C71E	byte_C71E		1	direct:1	0x0000C71E	0x00006D62	CODE:00006D62                 ldi     @byte_C71E,r0
byte_C71F	byte_C71F		1	direct:1	0x0000C71F	0x00006D71	CODE:00006D71                 ldi     @byte_C71F,r0
byte_C720	byte_C720		1	direct:1	0x0000C720	0x00006D6E	CODE:00006D6E                 ldi     @byte_C720,r0
byte_C721	byte_C721		1	direct:1	0x0000C721	0x00006D99	CODE:00006D99                 ldi     @byte_C721,ar2
byte_C722	byte_C722		1	direct:1	0x0000C722	0x00006DDD	CODE:00006DDD                 ldi     @byte_C722,r0
byte_C723	byte_C723		1	direct:1	0x0000C723	0x00006DDA	CODE:00006DDA                 ldi     @byte_C723,r0
byte_C724	byte_C724		1	direct:1	0x0000C724	0x00006E0F	CODE:00006E0F                 ldi     @byte_C724,r0
byte_C725	byte_C725		1	direct:1	0x0000C725	0x00006E0C	CODE:00006E0C                 ldi     @byte_C725,r0
byte_C726	byte_C726		1	direct:1	0x0000C726	0x00006E26	CODE:00006E26                 ldi     @byte_C726,ar2
byte_C727	byte_C727		1	direct:1	0x0000C727	0x00006E4A	CODE:00006E4A                 ldi     @byte_C727,r0
byte_C728	byte_C728		1	direct:1	0x0000C728	0x00006E5C	CODE:00006E5C                 ldi     @byte_C728,r0
byte_C729	byte_C729		1	direct:1	0x0000C729	0x00006E70	CODE:00006E70                 ldi     @byte_C729,r0
byte_C730	byte_C730		1	direct:1	0x0000C730	0x00006FFF	CODE:00006FFF                 ldi     @byte_C730,ar2
byte_C731	byte_C731		1	direct:1	0x0000C731	0x0000934C	CODE:0000934C                 ldi     @byte_C731,ar2  ; CREATE
byte_C732	byte_C732		1	direct:1	0x0000C732	0x00009379	CODE:00009379                 ldi     @byte_C732,ar2  ; CREATE
byte_C733	byte_C733		1	direct:1	0x0000C733	0x00009384	CODE:00009384                 ldi     @byte_C733,ar2  ; CREATE
byte_C734	byte_C734		1	direct:1	0x0000C734	0x00009387	CODE:00009387                 ldi     @byte_C734,ar2  ; CREATE
byte_C735	byte_C735		1	direct:1	0x0000C735	0x00009392	CODE:00009392                 ldi     @byte_C735,ar2  ; CREATE
byte_C736	byte_C736		1	direct:1	0x0000C736	0x00009396	CODE:00009396                 ldi     @byte_C736,ar2  ; CREATE
byte_C738	byte_C738		1	direct:1	0x0000C738	0x000093A1	CODE:000093A1                 ldi     @byte_C738,ar2  ; CREATE
byte_C739	byte_C739		1	direct:1	0x0000C739	0x000093A4	CODE:000093A4                 ldi     @byte_C739,ar2  ; CREATE
byte_C73A	byte_C73A		1	direct:1	0x0000C73A	0x000093AC	CODE:000093AC                 ldi     @byte_C73A,ar2  ; CREATE
byte_C73B	byte_C73B		1	direct:1	0x0000C73B	0x000093B4	CODE:000093B4                 ldi     @byte_C73B,ar2  ; CREATE
byte_C73C	byte_C73C		1	direct:1	0x0000C73C	0x000093B7	CODE:000093B7                 ldi     @byte_C73C,ar2  ; CREATE
byte_C73D	byte_C73D		1	direct:1	0x0000C73D	0x000093BD	CODE:000093BD                 ldi     @byte_C73D,ar2  ; CREATE
byte_C73F	byte_C73F		1	direct:1	0x0000C73F	0x000093CE	CODE:000093CE                 ldi     @byte_C73F,ar2  ; CREATE
byte_C740	byte_C740		1	direct:1	0x0000C740	0x000093FD	CODE:000093FD                 ldi     @byte_C740,ar2  ; LDL
byte_C741	byte_C741		1	direct:1	0x0000C741	0x00009403	CODE:00009403                 ldi     @byte_C741,ar2  ; LDL
byte_C742	byte_C742		1	direct:1	0x0000C742	0x00009405	CODE:00009405                 ldi     @byte_C742,ar2  ; LDL
byte_C743	byte_C743		1	direct:1	0x0000C743	0x00009407	CODE:00009407                 ldi     @byte_C743,ar2  ; LDL
byte_C744	byte_C744		1	direct:1	0x0000C744	0x00009409	CODE:00009409                 ldi     @byte_C744,ar2  ; LDL
byte_C745	byte_C745		1	direct:1	0x0000C745	0x0000940B	CODE:0000940B                 ldi     @byte_C745,ar2  ; LDL
byte_C746	byte_C746		1	direct:1	0x0000C746	0x0000940E	CODE:0000940E                 ldi     @byte_C746,ar2  ; LDL
byte_C747	byte_C747		1	direct:1	0x0000C747	0x00009412	CODE:00009412                 ldi     @byte_C747,ar2  ; LDL
byte_C748	byte_C748		1	direct:1	0x0000C748	0x00009414	CODE:00009414                 ldi     @byte_C748,ar2  ; LDL
byte_C749	byte_C749		1	direct:1	0x0000C749	0x00009416	CODE:00009416                 ldi     @byte_C749,ar2  ; LDL
byte_C74A	byte_C74A		1	direct:1	0x0000C74A	0x00009418	CODE:00009418                 ldi     @byte_C74A,ar2  ; LDL
byte_C74B	byte_C74B		1	direct:1	0x0000C74B	0x0000941A	CODE:0000941A                 ldi     @byte_C74B,ar2  ; LDL
byte_C74C	byte_C74C		1	direct:1	0x0000C74C	0x0000941C	CODE:0000941C                 ldi     @byte_C74C,ar2  ; LDL
byte_C791	byte_C791		1	direct:1	0x0000C791	0x00006308	CODE:00006308                 ldi     @byte_C791,ar5  ; LDL
byte_C792	byte_C792		1	direct:1	0x0000C792	0x0000630A	CODE:0000630A                 ldi     @byte_C792,ar4  ; LDL
byte_C793	byte_C793		1	direct:1	0x0000C793	0x000063C1	CODE:000063C1                 ldi     @byte_C793,ar2  ; TEXTITT
byte_C797	byte_C797		1	direct:1	0x0000C797	0x00006446	CODE:00006446                 ldi     @byte_C797,ar0  ; LDL
byte_C7A4	byte_C7A4		1	direct:1	0x0000C7A4	0x0000454D	CODE:0000454D                 ldi     @byte_C7A4,ar2  ; TEXTITT
byte_C7A5	byte_C7A5		1	direct:1	0x0000C7A5	0x00004556	CODE:00004556                 ldi     @byte_C7A5,ar2  ; TEXTITT
byte_C7A6	byte_C7A6		1	direct:1	0x0000C7A6	0x00004558	CODE:00004558                 ldi     @byte_C7A6,ar2  ; LDL
byte_C7A7	byte_C7A7		1	direct:1	0x0000C7A7	0x0000455B	CODE:0000455B                 ldi     @byte_C7A7,ar2  ; LDL
byte_C7A8	byte_C7A8		1	direct:1	0x0000C7A8	0x0000455E	CODE:0000455E                 ldi     @byte_C7A8,ar2  ; LDL
byte_C7A9	byte_C7A9		1	direct:1	0x0000C7A9	0x00004561	CODE:00004561                 ldi     @byte_C7A9,ar2  ; LDL
byte_C7AA	byte_C7AA		1	direct:1	0x0000C7AA	0x00004568	CODE:00004568                 ldi     @byte_C7AA,ar2  ; LDL
byte_C7AB	byte_C7AB		1	direct:1	0x0000C7AB	0x0000456A	CODE:0000456A                 ldi     @byte_C7AB,ar2  ; JAJA66
byte_C7AC	byte_C7AC		1	direct:1	0x0000C7AC	0x0000457C	CODE:0000457C                 ldi     @byte_C7AC,ar2  ; TEXTITT
byte_C7AD	byte_C7AD		1	direct:1	0x0000C7AD	0x00004580	CODE:00004580                 ldi     @byte_C7AD,ar2  ; TEXTITT
byte_C7B2	byte_C7B2		1	direct:1	0x0000C7B2	0x000045C7	CODE:000045C7                 ldi     @byte_C7B2,ar2  ; TEXTITT
byte_C7BC	byte_C7BC		1	direct:1	0x0000C7BC	0x00004619	CODE:00004619                 ldi     @byte_C7BC,ar2  ; TEXTITT
byte_C7C0	byte_C7C0		1	direct:1	0x0000C7C0	0x00004635	CODE:00004635                 ldi     @byte_C7C0,ar2  ; TEXTITT
byte_C7C1	byte_C7C1		1	direct:1	0x0000C7C1	0x00004663	CODE:00004663                 ldi     @byte_C7C1,ar2  ; TEXTITT
byte_C7C2	byte_C7C2		1	direct:1	0x0000C7C2	0x00004667	CODE:00004667                 ldi     @byte_C7C2,ar2  ; TEXTITT
byte_C7C3	byte_C7C3		1	direct:1	0x0000C7C3	0x00004682	CODE:00004682                 ldi     @byte_C7C3,ar2  ; TEXTITT
byte_C7C9	byte_C7C9		1	direct:1	0x0000C7C9	0x00004751	CODE:00004751                 ldi     @byte_C7C9,r1   ; LDL
byte_C7CA	byte_C7CA		1	direct:1	0x0000C7CA	0x00004762	CODE:00004762                 ldi     @byte_C7CA,r1   ; LDL
byte_C800	byte_C800		1	direct:1	0x0000C800	0x0000497B	CODE:0000497B                 ldi     @byte_C800,ar2  ; TEXTITT
byte_C801	byte_C801		1	direct:1	0x0000C801	0x00004982	CODE:00004982                 ldi     @byte_C801,ar2  ; TEXTITT
byte_C802	byte_C802		1	direct:1	0x0000C802	0x00004993	CODE:00004993                 ldi     @byte_C802,ar2  ; TEXTITT
byte_C803	byte_C803		1	direct:1	0x0000C803	0x0000499A	CODE:0000499A                 ldi     @byte_C803,ar2  ; TEXTITT
byte_C807	byte_C807		1	direct:1	0x0000C807	0x00004A93	CODE:00004A93                 ldi     @byte_C807,ar2  ; TEXTITT
byte_C808	byte_C808		1	direct:1	0x0000C808	0x00004A9A	CODE:00004A9A                 ldi     @byte_C808,ar2  ; TEXTITT
byte_C809	byte_C809		1	direct:1	0x0000C809	0x00004AA1	CODE:00004AA1                 ldi     @byte_C809,ar2  ; TEXTITT
byte_C80A	byte_C80A		1	direct:1	0x0000C80A	0x00004AA8	CODE:00004AA8                 ldi     @byte_C80A,ar2  ; TEXTITT
byte_C80B	byte_C80B		1	direct:1	0x0000C80B	0x00004AC4	CODE:00004AC4                 ldi     @byte_C80B,ar2  ; TEXTITT
byte_C80C	byte_C80C		1	direct:1	0x0000C80C	0x00004ACB	CODE:00004ACB                 ldi     @byte_C80C,ar2  ; TEXTITT
byte_C80D	byte_C80D		1	direct:1	0x0000C80D	0x00004AD2	CODE:00004AD2                 ldi     @byte_C80D,ar2  ; TEXTITT
byte_C80E	byte_C80E		1	direct:1	0x0000C80E	0x00004AD9	CODE:00004AD9                 ldi     @byte_C80E,ar2  ; TEXTITT
byte_C815	byte_C815		1	direct:1	0x0000C815	0x000007CE	CODE:000007CE                 ldi     @byte_C815,ar2  ; TEXTITT
byte_C816	byte_C816		1	direct:1	0x0000C816	0x000007D2	CODE:000007D2                 ldi     @byte_C816,ar2  ; TEXTITT
byte_C817	byte_C817		1	direct:1	0x0000C817	0x000007D6	CODE:000007D6                 ldi     @byte_C817,ar2  ; TEXTITT
byte_C818	byte_C818		1	direct:1	0x0000C818	0x000007DA	CODE:000007DA                 ldi     @byte_C818,ar2  ; TEXTITT
byte_C819	byte_C819		1	direct:1	0x0000C819	0x000007DE	CODE:000007DE                 ldi     @byte_C819,ar2  ; TEXTITT
byte_C81A	byte_C81A		1	direct:1	0x0000C81A	0x000007E2	CODE:000007E2                 ldi     @byte_C81A,ar2  ; TEXTITT
byte_C81B	byte_C81B		1	direct:1	0x0000C81B	0x000007E6	CODE:000007E6                 ldi     @byte_C81B,ar2  ; TEXTITT
byte_C81C	byte_C81C		1	direct:1	0x0000C81C	0x000007EA	CODE:000007EA                 ldi     @byte_C81C,ar2  ; TEXTITT
byte_C81D	byte_C81D		1	direct:1	0x0000C81D	0x000007EE	CODE:000007EE                 ldi     @byte_C81D,ar2  ; TEXTITT
byte_C81E	byte_C81E		1	direct:1	0x0000C81E	0x000007F2	CODE:000007F2                 ldi     @byte_C81E,ar2  ; TEXTITT
byte_C81F	byte_C81F		1	direct:1	0x0000C81F	0x000007F6	CODE:000007F6                 ldi     @byte_C81F,ar2  ; TEXTITT
byte_C820	byte_C820		1	direct:1	0x0000C820	0x000007FA	CODE:000007FA                 ldi     @byte_C820,ar2  ; TEXTITT
byte_C821	byte_C821		1	direct:1	0x0000C821	0x000007FE	CODE:000007FE                 ldi     @byte_C821,ar2  ; TEXTITT
byte_C822	byte_C822		1	direct:1	0x0000C822	0x00000802	CODE:00000802                 ldi     @byte_C822,ar2  ; TEXTITT
byte_C823	byte_C823		1	direct:1	0x0000C823	0x00000806	CODE:00000806                 ldi     @byte_C823,ar2  ; TEXTITT
byte_C824	byte_C824		1	direct:1	0x0000C824	0x0000080A	CODE:0000080A                 ldi     @byte_C824,ar2  ; TEXTITT
byte_C825	byte_C825		1	direct:1	0x0000C825	0x0000080E	CODE:0000080E                 ldi     @byte_C825,ar2  ; TEXTITT
byte_C826	byte_C826		1	direct:1	0x0000C826	0x00000812	CODE:00000812                 ldi     @byte_C826,ar2  ; TEXTITT
byte_C827	byte_C827		1	direct:1	0x0000C827	0x00000816	CODE:00000816                 ldi     @byte_C827,ar2  ; TEXTITT
byte_C828	byte_C828		1	direct:1	0x0000C828	0x00000822	CODE:00000822                 ldi     @byte_C828,ar2  ; TEXTITT
byte_C829	byte_C829		1	direct:1	0x0000C829	0x00000826	CODE:00000826                 ldi     @byte_C829,ar2  ; TEXTITT
byte_C82A	byte_C82A		1	direct:1	0x0000C82A	0x0000082A	CODE:0000082A                 ldi     @byte_C82A,ar2  ; TEXTITT
byte_C82B	byte_C82B		1	direct:1	0x0000C82B	0x000008C2	CODE:000008C2                 ldi     @byte_C82B,ar2  ; TEXTITT
byte_C82C	byte_C82C		1	direct:1	0x0000C82C	0x000008C6	CODE:000008C6                 ldi     @byte_C82C,ar2  ; TEXTITT
byte_C82D	byte_C82D		1	direct:1	0x0000C82D	0x000008CA	CODE:000008CA                 ldi     @byte_C82D,ar2  ; TEXTITT
byte_C82E	byte_C82E		1	direct:1	0x0000C82E	0x000008CE	CODE:000008CE                 ldi     @byte_C82E,ar2  ; TEXTITT
byte_C82F	byte_C82F		1	direct:1	0x0000C82F	0x00000937	CODE:00000937                 ldi     @byte_C82F,ar2  ; TEXTITT
byte_C833	byte_C833		1	direct:1	0x0000C833	0x00000961	CODE:00000961                 ldi     @byte_C833,ar2  ; TEXTITT
byte_C83A	byte_C83A		1	direct:1	0x0000C83A	0x000009C1	CODE:000009C1                 ldi     @byte_C83A,ar2  ; TEXTITT
byte_C86A	byte_C86A		1	direct:1	0x0000C86A	0x00000B08	CODE:00000B08                 ldi     @byte_C86A,ar2  ; TEXTITT
byte_C86B	byte_C86B		1	direct:1	0x0000C86B	0x00000B0C	CODE:00000B0C                 ldi     @byte_C86B,ar2  ; TEXTITT
byte_C86C	byte_C86C		1	direct:1	0x0000C86C	0x00000B10	CODE:00000B10                 ldi     @byte_C86C,ar2  ; TEXTITT
byte_C86D	byte_C86D		1	direct:1	0x0000C86D	0x00000B14	CODE:00000B14                 ldi     @byte_C86D,ar2  ; TEXTITT
byte_C870	byte_C870		1	direct:1	0x0000C870	0x00000B26	CODE:00000B26                 ldi     @byte_C870,ar2  ; TEXTITT
byte_C871	byte_C871		1	direct:1	0x0000C871	0x00000B3A	CODE:00000B3A                 ldi     @byte_C871,ar2  ; TEXTITT
byte_C874	byte_C874		1	direct:1	0x0000C874	0x00000B69	CODE:00000B69                 ldi     @byte_C874,ar2  ; TEXTITT
byte_C875	byte_C875		1	direct:1	0x0000C875	0x00000B6D	CODE:00000B6D                 ldi     @byte_C875,ar2  ; TEXTITT
byte_C876	byte_C876		1	direct:1	0x0000C876	0x00000B7C	CODE:00000B7C                 ldi     @byte_C876,ar2  ; TEXTITT
byte_C877	byte_C877		1	direct:1	0x0000C877	0x00000B84	CODE:00000B84                 ldi     @byte_C877,ar2  ; TEXTITT
byte_C878	byte_C878		1	direct:1	0x0000C878	0x00000B92	CODE:00000B92                 ldi     @byte_C878,ar2  ; TEXTITT
byte_C879	byte_C879		1	direct:1	0x0000C879	0x00000C29	CODE:00000C29                 ldi     @byte_C879,ar2  ; TEXTITT
byte_C87A	byte_C87A		1	direct:1	0x0000C87A	0x00000C2D	CODE:00000C2D                 ldi     @byte_C87A,ar2  ; TEXTITT
byte_C87B	byte_C87B		1	direct:1	0x0000C87B	0x00000C31	CODE:00000C31                 ldi     @byte_C87B,ar2  ; TEXTITT
byte_C87C	byte_C87C		1	direct:1	0x0000C87C	0x00000C35	CODE:00000C35                 ldi     @byte_C87C,ar2  ; TEXTITT
byte_C87D	byte_C87D		1	direct:1	0x0000C87D	0x00000C39	CODE:00000C39                 ldi     @byte_C87D,ar2  ; TEXTITT
byte_C87E	byte_C87E		1	direct:1	0x0000C87E	0x00000C3D	CODE:00000C3D                 ldi     @byte_C87E,ar2  ; TEXTITT
byte_C87F	byte_C87F		1	direct:1	0x0000C87F	0x00000C41	CODE:00000C41                 ldi     @byte_C87F,ar2  ; TEXTITT
byte_C880	byte_C880		1	direct:1	0x0000C880	0x00000C45	CODE:00000C45                 ldi     @byte_C880,ar2  ; TEXTITT
byte_C881	byte_C881		1	direct:1	0x0000C881	0x00000C49	CODE:00000C49                 ldi     @byte_C881,ar2  ; TEXTITT
byte_C882	byte_C882		1	direct:1	0x0000C882	0x00000C4D	CODE:00000C4D                 ldi     @byte_C882,ar2  ; TEXTITT
byte_C883	byte_C883		1	direct:1	0x0000C883	0x00000C51	CODE:00000C51                 ldi     @byte_C883,ar2  ; TEXTITT
byte_C884	byte_C884		1	direct:1	0x0000C884	0x00000C55	CODE:00000C55                 ldi     @byte_C884,ar2  ; TEXTITT
byte_C886	byte_C886		1	direct:1	0x0000C886	0x00000CC8	CODE:00000CC8                 ldi     @byte_C886,ar2  ; TEXTITT
byte_C887	byte_C887		1	direct:1	0x0000C887	0x00000CCC	CODE:00000CCC                 ldi     @byte_C887,ar2  ; TEXTITT
byte_C889	byte_C889		1	direct:1	0x0000C889	0x00000CE2	CODE:00000CE2                 ldi     @byte_C889,ar2  ; TEXTITT
byte_C88B	byte_C88B		1	direct:1	0x0000C88B	0x00000CF2	CODE:00000CF2                 ldi     @byte_C88B,ar2  ; TEXTITT
byte_C88D	byte_C88D		1	direct:1	0x0000C88D	0x00000D02	CODE:00000D02                 ldi     @byte_C88D,ar2  ; TEXTITT
byte_C88F	byte_C88F		1	direct:1	0x0000C88F	0x00000D15	CODE:00000D15                 ldi     @byte_C88F,ar2  ; TEXTITT
byte_C890	byte_C890		1	direct:1	0x0000C890	0x00000D58	CODE:00000D58                 ldi     @byte_C890,ar2  ; TEXTITT
byte_C891	byte_C891		1	direct:1	0x0000C891	0x00000D68	CODE:00000D68                 ldi     @byte_C891,ar2  ; TEXTITT
byte_C892	byte_C892		1	direct:1	0x0000C892	0x00000D6C	CODE:00000D6C                 ldi     @byte_C892,ar2  ; TEXTITT
byte_C893	byte_C893		1	direct:1	0x0000C893	0x00000D70	CODE:00000D70                 ldi     @byte_C893,ar2  ; TEXTITT
byte_C894	byte_C894		1	direct:1	0x0000C894	0x00000D74	CODE:00000D74                 ldi     @byte_C894,ar2  ; TEXTITT
byte_C895	byte_C895		1	direct:1	0x0000C895	0x00000D78	CODE:00000D78                 ldi     @byte_C895,ar2  ; TEXTITT
byte_C8B1	byte_C8B1		1	direct:1	0x0000C8B1	0x00000DE6	CODE:00000DE6                 ldi     @byte_C8B1,ar2
byte_C8B7	byte_C8B7		1	direct:1	0x0000C8B7	0x00000DF0	CODE:00000DF0                 ldi     @byte_C8B7,ar2
byte_C8B8	byte_C8B8		1	direct:1	0x0000C8B8	0x00000E9B	CODE:00000E9B                 ldi     @byte_C8B8,ar2  ; TEXTITT
byte_C8B9	byte_C8B9		1	direct:1	0x0000C8B9	0x00000E9F	CODE:00000E9F                 ldi     @byte_C8B9,ar2  ; TEXTITT
byte_C8BA	byte_C8BA		1	direct:1	0x0000C8BA	0x00000F80	CODE:00000F80                 ldi     @byte_C8BA,ar2  ; TEXTITT
byte_C8BB	byte_C8BB		1	direct:1	0x0000C8BB	0x00000F84	CODE:00000F84                 ldi     @byte_C8BB,ar2  ; TEXTITT
byte_C8BC	byte_C8BC		1	direct:1	0x0000C8BC	0x00000F88	CODE:00000F88                 ldi     @byte_C8BC,ar2  ; TEXTITT
byte_C8CF	byte_C8CF		1	direct:1	0x0000C8CF	0x00000FF6	CODE:00000FF6                 ldi     @byte_C8CF,ar2
byte_C8D0	byte_C8D0		1	direct:1	0x0000C8D0	0x0000103B	CODE:0000103B                 ldi     @byte_C8D0,ar2
byte_C8D3	byte_C8D3		1	direct:1	0x0000C8D3	0x00001191	CODE:00001191                 ldi     @byte_C8D3,ar2  ; TEXTITT
byte_C8D4	byte_C8D4		1	direct:1	0x0000C8D4	0x000011B9	CODE:000011B9                 ldi     @byte_C8D4,ar2  ; TEXTITT
byte_C8D5	byte_C8D5		1	direct:1	0x0000C8D5	0x000011C4	CODE:000011C4                 ldi     @byte_C8D5,ar2
byte_C8EA	byte_C8EA		1	direct:1	0x0000C8EA	0x000014D5	CODE:000014D5                 ldi     @byte_C8EA,ar2  ; TEXTITT
byte_C8EB	byte_C8EB		1	direct:1	0x0000C8EB	0x000014DC	CODE:000014DC                 ldi     @byte_C8EB,ar2  ; TEXTITT
byte_C8F3	byte_C8F3		1	direct:1	0x0000C8F3	0x0000B075	CODE:0000B075                 ldf     @byte_C8F3,r0
byte_E438	byte_E438		1	direct:1	0x0000E438	0x0000404C	CODE:0000404C                 ldi     @byte_E438,ar2
byte_E43C	byte_E43C		1	direct:1	0x0000E43C	0x0000A529	CODE:0000A529                 ldi     @byte_E43C,r1
byte_E43F	byte_E43F		1	direct:1	0x0000E43F	0x0000404E	CODE:0000404E                 ldi     @byte_E43F,ar2
byte_E56C	byte_E56C		1	direct:1	0x0000E56C	0x00003A49	CODE:00003A49                 sti     r0,@byte_E56C
byte_E5A8	byte_E5A8		1	direct:1	0x0000E5A8	0x00002179	CODE:00002179                 sti     ar3,@byte_E5A8
byte_E5A9	byte_E5A9		1	direct:1	0x0000E5A9	0x0000217A	CODE:0000217A                 sti     ar5,@byte_E5A9
byte_E5C5	byte_E5C5		1	direct:1	0x0000E5C5	0x00007929	CODE:00007929                 sti     r0,@byte_E5C5
byte_E61D	byte_E61D		1	direct:1	0x0000E61D	0x00001901	CODE:00001901                 sti     r0,@byte_E61D
byte_E626	byte_E626		1	direct:1	0x0000E626	0x0000185A	CODE:0000185A                 sti     r0,@byte_E626
byte_E628	byte_E628		1	direct:1	0x0000E628	0x0000B0A0	CODE:0000B0A0                 sti     r0,@byte_E628
byte_E636	byte_E636		1	direct:1	0x0000E636	0x0000375C	CODE:0000375C                 ldi     @byte_E636,r0
byte_E882	byte_E882		1	direct:1	0x0000E882	0x00001EF3	CODE:00001EF3                 sti     r0,@byte_E882
byte_E948	byte_E948		1	direct:1	0x0000E948	0x00003A53	CODE:00003A53                 sti     r0,@byte_E948
byte_EA61	byte_EA61		1	direct:1	0x0000EA61	0x00006DCD	CODE:00006DCD                 ldi     @byte_EA61,r0
byte_F01	byte_F01		1	direct:1	0x00000F01	0x00000F06	CODE:00000F06                 ldi     @byte_F01,ar2
byte_F02	byte_F02		1	direct:1	0x00000F02	0x00000F07	CODE:00000F07                 ldi     @byte_F02,ar3
byte_F10	byte_F10		1	direct:1	0x00000F10	0x00000F0A	CODE:00000F0A                 ldi     @byte_F10,ar4
byte_F1A	byte_F1A		1	direct:1	0x00000F1A	0x00000F1F	CODE:00000F1F                 ldi     @byte_F1A,ar2
byte_F1B	byte_F1B		1	direct:1	0x00000F1B	0x00000F20	CODE:00000F20                 ldi     @byte_F1B,ar3
byte_F31	byte_F31		1	direct:1	0x00000F31	0x00000F36	CODE:00000F36                 ldi     @byte_F31,ar2
byte_F32	byte_F32		1	direct:1	0x00000F32	0x00000F37	CODE:00000F37                 ldi     @byte_F32,ar3
byte_F40	byte_F40		1	direct:1	0x00000F40	0x00000F46	CODE:00000F46                 ldi     @byte_F40,ar2
byte_F52	byte_F52		1	direct:1	0x00000F52	0x00000F4A	CODE:00000F4A                 ldi     @byte_F52,ar4
CAM3RD@PLYR	CAM3RD	PLYR	1	direct:1	0x00002AFB	0x00002ADA	CODE:00002ADA                 bne     CAM3RD@PLYR
CAM3RDX@PLYR	CAM3RDX	PLYR	1	direct:1	0x00002B3A	0x00002AFA	CODE:00002AFA                 br      CAM3RDX@PLYR
CAMAVG@PLYR	CAMAVG	PLYR	1	direct:1	0x000031A3	0x0000319D	CODE:0000319D                 rptb    CAMAVG@PLYR
CAMCHK0@PLYR	CAMCHK0	PLYR	1	direct:1	0x00002B96	0x00002B94	CODE:00002B94                 bu      CAMCHK0@PLYR
CAMCHKL@PLYR	CAMCHKL	PLYR	1	direct:1	0x00002B93	0x00002BAF	CODE:00002BAF                 call    CAMCHKL@PLYR
CAMCHKLR@PLYR	CAMCHKLR	PLYR	1	direct:1	0x00002BAF	0x00002BBA	CODE:00002BBA                 call    CAMCHKLR@PLYR
CAMCHKR@PLYR	CAMCHKR	PLYR	1	direct:1	0x00002B95	0x00002BB2	CODE:00002BB2                 call    CAMCHKR@PLYR
CAMMATAVG@PLYR	CAMMATAVG	PLYR	1	direct:1	0x00003195	0x00002AF9	CODE:00002AF9                 call    CAMMATAVG@PLYR
CAMMATSAV@PLYR	CAMMATSAV	PLYR	1	direct:1	0x0000318C	0x00002ADB	CODE:00002ADB                 call    CAMMATSAV@PLYR
CAMMATX@PLYR	CAMMATX	PLYR	1	direct:1	0x000031A4	0x00003198	CODE:00003198                 be      CAMMATX@PLYR
CAMROT1@PLYR	CAMROT1	PLYR	1	direct:1	0x00002BC8	0x00002BC5	CODE:00002BC5                 bgt     CAMROT1@PLYR
CAMROT2@PLYR	CAMROT2	PLYR	1	direct:1	0x00002BCB	0x00002BC7	CODE:00002BC7                 bu      CAMROT2@PLYR
CAMSCANS@COLLA	CAMSCANS	COLLA	1	direct:1	0x00001F8F	0x00001F8C	CODE:00001F8C                 call    CAMSCANS@COLLA
CANSTART@INTRO	CANSTART	INTRO	1	direct:1	0x00001DAD	0x00001DA4	CODE:00001DA4                 blo     CANSTART@INTRO
caravan_redyelo_ptr_0000C74E@WAVE	caravan_redyelo_ptr_0000C74E	WAVE	1	direct:1	0x0000C74E	0x00009506	CODE:00009506                 ldi     @caravan_redyelo_ptr_0000C74E@WAVE,ar2 ; LDL
caravan_yelogrey_ptr_0000C74F@WAVE	caravan_yelogrey_ptr_0000C74F	WAVE	1	direct:1	0x0000C74F	0x00009508	CODE:00009508                 ldi     @caravan_yelogrey_ptr_0000C74F@WAVE,ar2 ; LDL
CARFREEI	CARFREEI		1	direct:1	0x00009040	0x00009041	CODE:00009041                 ldi     @CARFREEI,ar0
CARINTL@UTIL	CARINTL	UTIL	1	direct:1	0x00009047	0x00009044	CODE:00009044                 rptb    CARINTL@UTIL
CARLISTI	CARLISTI		1	direct:1	0x0000903F	0x00009042	CODE:00009042                 ldi     @CARLISTI,ar1
CARPARAMTABI@PLYR	CARPARAMTABI	PLYR	1	direct:1	0x00002918	0x00002939	CODE:00002939                 ldi     @CARPARAMTABI@PLYR,ar2
CARPROCI@UTIL	CARPROCI	UTIL	1	direct:1	0x00008F8F	0x00008F88	CODE:00008F88                 ldi     @CARPROCI@UTIL,ar2
CARPROCL@DELTA	CARPROCL	DELTA	1	direct:1	0x0000AEDD	0x0000AEFA	CODE:0000AEFA                 bu      CARPROCL@DELTA
CARSCL0@COLLA	CARSCL0	COLLA	1	direct:1	0x00002215	0x00002207	CODE:00002207                 bud     CARSCL0@COLLA   ; alts: COLPOINT@COLLA
CARSPIN@PLYR	CARSPIN	PLYR	1	direct:1	0x00002D10	0x00002CF2	CODE:00002CF2                 bne     CARSPIN@PLYR
