symbol	base	module	count	status_counts	resolved_ea	example_ea	example_line
GET_CREDITS_TO_START@COIN	GET_CREDITS_TO_START	COIN	7	missing:7		0x00001D85	CODE:00001D85                 call    GET_CREDITS_TO_START@COIN
GET_CREDITS_TO_CONTINUE@COIN	GET_CREDITS_TO_CONTINUE	COIN	6	missing:6		0x00001E7E	CODE:00001E7E                 call    GET_CREDITS_TO_CONTINUE@COIN
LAST_ZF@MOTION	LAST_ZF	MOTION	4	missing:4		0x00004806	CODE:00004806                 ldi     @LAST_ZF@MOTION,r1
GET_COIN1@COIN	GET_COIN1	COIN	3	missing:3		0x0000734A	CODE:0000734A                 call    GET_COIN1@COIN
GET_COIN2_COUNTER@COIN	GET_COIN2_COUNTER	COIN	3	missing:3		0x00007354	CODE:00007354                 call    GET_COIN2_COUNTER@COIN
GET_UNITS_PER_CREDIT@COIN	GET_UNITS_PER_CREDIT	COIN	3	missing:3		0x00007399	CODE:00007399                 call    GET_UNITS_PER_CREDIT@COIN
LAST_XL@MOTION	LAST_XL	MOTION	3	missing:3		0x00004830	CODE:00004830                 ldi     @LAST_XL@MOTION,r1
LAST_YR@MOTION	LAST_YR	MOTION	3	missing:3		0x0000481B	CODE:0000481B                 ldi     @LAST_YR@MOTION,r1
GET_COIN1_COUNTER@COIN	GET_COIN1_COUNTER	COIN	2	missing:2		0x00007344	CODE:00007344                 call    GET_COIN1_COUNTER@COIN
GET_COIN2@COIN	GET_COIN2	COIN	2	missing:2		0x00007361	CODE:00007361                 call    GET_COIN2@COIN
GET_COIN3@COIN	GET_COIN3	COIN	2	missing:2		0x0000736D	CODE:0000736D                 call    GET_COIN3@COIN
GET_COIN3_COUNTER@COIN	GET_COIN3_COUNTER	COIN	2	missing:2		0x00007367	CODE:00007367                 call    GET_COIN3_COUNTER@COIN
GET_COIN4@COIN	GET_COIN4	COIN	2	missing:2		0x00007379	CODE:00007379                 call    GET_COIN4@COIN
GET_COIN4_COUNTER@COIN	GET_COIN4_COUNTER	COIN	2	missing:2		0x00007373	CODE:00007373                 call    GET_COIN4_COUNTER@COIN
GET_MIN_UNITS@COIN	GET_MIN_UNITS	COIN	2	missing:2		0x00007396	CODE:00007396                 call    GET_MIN_UNITS@COIN
GET_SHOW_PARTIAL@COIN	GET_SHOW_PARTIAL	COIN	2	missing:2		0x00007422	CODE:00007422                 call    GET_SHOW_PARTIAL@COIN
GET_UNITS_FOR_BONUS@COIN	GET_UNITS_FOR_BONUS	COIN	2	missing:2		0x000073B4	CODE:000073B4                 call    GET_UNITS_FOR_BONUS@COIN
MOTION_NOT_ON@MOTION	MOTION_NOT_ON	MOTION	2	missing:2		0x000047B5	CODE:000047B5                 ldi     @MOTION_NOT_ON@MOTION,r0
ENDED_ptr_0099C7FC@MOTION	ENDED_ptr_0099C7FC	MOTION	1	missing:1		0x000048DC	CODE:000048DC                 ldi     @ENDED_ptr_0099C7FC@MOTION,ar2 ; LDL
lgnum43_coolyelo_ptr_0099B255@INTRO	lgnum43_coolyelo_ptr_0099B255	INTRO	1	missing:1		0x00001D4E	CODE:00001D4E                 ldi     @lgnum43_coolyelo_ptr_0099B255@INTRO,ar2 ; LDL
LIGHTIY	LIGHTIY		1	missing:1		0x000005CC	CODE:000005CC                 ldi     @LIGHTIY,ar5
MOTION_CMDSTR_ptr_0099C7E9@MOTION	MOTION_CMDSTR_ptr_0099C7E9	MOTION	1	missing:1		0x0000484E	CODE:0000484E                 ldi     @MOTION_CMDSTR_ptr_0099C7E9@MOTION,ar1 ; LDL
MOTION_CMDSTR_ptr_0099C7EA@MOTION	MOTION_CMDSTR_ptr_0099C7EA	MOTION	1	missing:1		0x00004850	CODE:00004850                 ldi     @MOTION_CMDSTR_ptr_0099C7EA@MOTION,ar0 ; LDL
MOTION_CMDSTR_ptr_0099C7EC@MOTION	MOTION_CMDSTR_ptr_0099C7EC	MOTION	1	missing:1		0x00004853	CODE:00004853                 ldi     @MOTION_CMDSTR_ptr_0099C7EC@MOTION,ar0 ; LDL
MOTION_CMDSTR_ptr_0099C7F0@MOTION	MOTION_CMDSTR_ptr_0099C7F0	MOTION	1	missing:1		0x0000485D	CODE:0000485D                 ldi     @MOTION_CMDSTR_ptr_0099C7F0@MOTION,ar1 ; LDL
MOTION_CMDSTR_ptr_0099C7F1@MOTION	MOTION_CMDSTR_ptr_0099C7F1	MOTION	1	missing:1		0x0000485F	CODE:0000485F                 ldi     @MOTION_CMDSTR_ptr_0099C7F1@MOTION,ar0 ; LDL
MOTION_CMDSTR_ptr_0099C7F3@MOTION	MOTION_CMDSTR_ptr_0099C7F3	MOTION	1	missing:1		0x00004862	CODE:00004862                 ldi     @MOTION_CMDSTR_ptr_0099C7F3@MOTION,ar0 ; LDL
MOTION_CMDSTR_ptr_0099C7F7@MOTION	MOTION_CMDSTR_ptr_0099C7F7	MOTION	1	missing:1		0x0000486C	CODE:0000486C                 ldi     @MOTION_CMDSTR_ptr_0099C7F7@MOTION,ar1 ; LDL
MOTION_CMDSTR_ptr_0099C7F8@MOTION	MOTION_CMDSTR_ptr_0099C7F8	MOTION	1	missing:1		0x0000486E	CODE:0000486E                 ldi     @MOTION_CMDSTR_ptr_0099C7F8@MOTION,ar0 ; LDL
MOTION_CMDSTR_ptr_0099C7FA@MOTION	MOTION_CMDSTR_ptr_0099C7FA	MOTION	1	missing:1		0x00004871	CODE:00004871                 ldi     @MOTION_CMDSTR_ptr_0099C7FA@MOTION,ar0 ; LDL
PXC1_ptr_0099C7F6@MOTION	PXC1_ptr_0099C7F6	MOTION	1	missing:1		0x0000486B	CODE:0000486B                 ldi     @PXC1_ptr_0099C7F6@MOTION,ar0 ; LDL
PXC2_ptr_0099C7FB@MOTION	PXC2_ptr_0099C7FB	MOTION	1	missing:1		0x00004872	CODE:00004872                 ldi     @PXC2_ptr_0099C7FB@MOTION,ar1 ; LDL
PYC1_ptr_0099C7EF@MOTION	PYC1_ptr_0099C7EF	MOTION	1	missing:1		0x0000485C	CODE:0000485C                 ldi     @PYC1_ptr_0099C7EF@MOTION,ar0 ; LDL
PYC2_ptr_0099C7F4@MOTION	PYC2_ptr_0099C7F4	MOTION	1	missing:1		0x00004863	CODE:00004863                 ldi     @PYC2_ptr_0099C7F4@MOTION,ar1 ; LDL
PZC1_ptr_0099C7E8@MOTION	PZC1_ptr_0099C7E8	MOTION	1	missing:1		0x0000484D	CODE:0000484D                 ldi     @PZC1_ptr_0099C7E8@MOTION,ar0 ; LDL
PZC2_ptr_0099C7ED@MOTION	PZC2_ptr_0099C7ED	MOTION	1	missing:1		0x00004854	CODE:00004854                 ldi     @PZC2_ptr_0099C7ED@MOTION,ar1 ; LDL
RAMTEST_END_ptr_0080C7A2@MEMTEST	RAMTEST_END_ptr_0080C7A2	MEMTEST	1	missing:1		0x00006574	CODE:00006574                 ldi     @RAMTEST_END_ptr_0080C7A2@MEMTEST,ar1 ; LDL
sPOTVALUE_ptr_0099C7E7@MOTION	sPOTVALUE_ptr_0099C7E7	MOTION	1	missing:1		0x0000484B	CODE:0000484B                 ldi     @sPOTVALUE_ptr_0099C7E7@MOTION,ar2 ; LDL
sPOTVALUE_ptr_0099C7EB@MOTION	sPOTVALUE_ptr_0099C7EB	MOTION	1	missing:1		0x00004851	CODE:00004851                 ldi     @sPOTVALUE_ptr_0099C7EB@MOTION,ar1 ; LDL
sPOTVALUE_ptr_0099C7EE@MOTION	sPOTVALUE_ptr_0099C7EE	MOTION	1	missing:1		0x0000485A	CODE:0000485A                 ldi     @sPOTVALUE_ptr_0099C7EE@MOTION,ar2 ; LDL
sPOTVALUE_ptr_0099C7F2@MOTION	sPOTVALUE_ptr_0099C7F2	MOTION	1	missing:1		0x00004860	CODE:00004860                 ldi     @sPOTVALUE_ptr_0099C7F2@MOTION,ar1 ; LDL
sPOTVALUE_ptr_0099C7F5@MOTION	sPOTVALUE_ptr_0099C7F5	MOTION	1	missing:1		0x00004869	CODE:00004869                 ldi     @sPOTVALUE_ptr_0099C7F5@MOTION,ar2 ; LDL
sPOTVALUE_ptr_0099C7F9@MOTION	sPOTVALUE_ptr_0099C7F9	MOTION	1	missing:1		0x0000486F	CODE:0000486F                 ldi     @sPOTVALUE_ptr_0099C7F9@MOTION,ar1 ; LDL
THEPROGL_ptr_0099C7FF@MOTION	THEPROGL_ptr_0099C7FF	MOTION	1	missing:1		0x00004969	CODE:00004969                 ldi     @THEPROGL_ptr_0099C7FF@MOTION,ar4 ; LDL
XQ_ptr_0099C7FD@MOTION	XQ_ptr_0099C7FD	MOTION	1	missing:1		0x000048DF	CODE:000048DF                 ldi     @XQ_ptr_0099C7FD@MOTION,ar2 ; LDL
XQ_ptr_0099C7FE@MOTION	XQ_ptr_0099C7FE	MOTION	1	missing:1		0x00004961	CODE:00004961                 ldi     @XQ_ptr_0099C7FE@MOTION,ar2 ; LDL
_MODE	_MODE		132	direct:132	0x0000C8F5	0x000000F0	CODE:000000F0                 ldi     @_MODE,r0
MATRIXAI	MATRIXAI		59	direct:59	0x0000005A	0x000001E3	CODE:000001E3                 ldi     @MATRIXAI,ar2
NFRAMES	NFRAMES		43	direct:43	0x0000C95F	0x00001DC5	CODE:00001DC5                 float   @NFRAMES,r1
byte_995000	byte_995000		36	direct:36	0x00995000	0x00009169	CODE:00009169                 sti     r0,@byte_995000 ; STPI
WAIT500@MOTION	WAIT500	MOTION	36	direct:36	0x0000469A	0x000048F7	CODE:000048F7                 call    WAIT500@MOTION
_countdown	_countdown		35	direct:35	0x0000E634	0x0000162B	CODE:0000162B                 sti     r0,@_countdown
PLYCAR	PLYCAR		34	direct:34	0x0000E8A6	0x00001DBC	CODE:00001DBC                 sti     r0,@PLYCAR
byte_C8F9	byte_C8F9		33	direct:33	0x0000C8F9	0x0000086F	CODE:0000086F                 not     @byte_C8F9,r0
CPU_WS@CMOS	CPU_WS	CMOS	33	set:33	0x00808064	0x00000BA8	CODE:00000BA8                 sti     r0,@CPU_WS@CMOS ; SOFTWTM
DIPRAM	DIPRAM		33	direct:33	0x0000C8FC	0x0000095A	CODE:0000095A                 ldi     @DIPRAM,r0
HEAD2HEAD_ON	HEAD2HEAD_ON		32	direct:32	0x0000C913	0x0000163C	CODE:0000163C                 ldi     @HEAD2HEAD_ON,r0
VECTORAI	VECTORAI		30	direct:30	0x0000005D	0x00001A2E	CODE:00001A2E                 ldi     @VECTORAI,ar2
MOVEIN_OFFSET	MOVEIN_OFFSET		28	direct:28	0x0000E63F	0x0000610F	CODE:0000610F                 addi    @MOVEIN_OFFSET,r0
START_HIT	START_HIT		28	direct:28	0x0000E661	0x00001625	CODE:00001625                 sti     r0,@START_HIT
byte_997000	byte_997000		27	direct:27	0x00997000	0x00007F49	CODE:00007F49                 sti     r0,@byte_997000
BUTTON_STATUS	BUTTON_STATUS		26	direct:26	0x0000C8FD	0x0000069B	CODE:0000069B                 sti     r0,@BUTTON_STATUS
byte_980082	byte_980082		26	direct:26	0x00980082	0x000002D5	CODE:000002D5                 ldi     @byte_980082,r0
byte_809801	byte_809801		25	direct:25	0x00809801	0x0000182A	CODE:0000182A                 stf     r1,@byte_809801
bufferI	bufferI		24	direct:24	0x00000723	0x0000082F	CODE:0000082F                 ldi     @bufferI,ar2
byte_991030	byte_991030		24	direct:24	0x00991030	0x00001177	CODE:00001177                 ldi     @byte_991030,r0
SYSCNTL	SYSCNTL		22	direct:22	0x0000C8F7	0x00000089	CODE:00000089                 ldi     @SYSCNTL,r0
CAMERAMATRIXI	CAMERAMATRIXI		21	direct:21	0x00000047	0x00000072	CODE:00000072                 ldi     @CAMERAMATRIXI,r2
OACTIVEI	OACTIVEI		21	direct:21	0x00000040	0x00000080	CODE:00000080                 ldi     @OACTIVEI,ar0
byte_E4B1	byte_E4B1		20	direct:20	0x0000E4B1	0x0000178D	CODE:0000178D                 sti     r0,@byte_E4B1
OBJ_FIND@HSTDP	OBJ_FIND	HSTDP	20	direct:20	0x000036B3	0x0000337D	CODE:0000337D                 call    OBJ_FIND@HSTDP
byte_809802	byte_809802		19	direct:19	0x00809802	0x0000182B	CODE:0000182B                 stf     r2,@byte_809802
byte_E664	byte_E664		19	direct:19	0x0000E664	0x000018A6	CODE:000018A6                 ldi     @byte_E664,ar0
byte_994000	byte_994000		18	direct:18	0x00994000	0x00000069	CODE:00000069                 sti     r0,@byte_994000
byte_E662	byte_E662		18	direct:18	0x0000E662	0x000018CA	CODE:000018CA                 ldi     @byte_E662,ar0
CAMVIEW	CAMVIEW		18	direct:18	0x0000E8A1	0x000000F4	CODE:000000F4                 ldi     @CAMVIEW,r0
PLYCBLK	PLYCBLK		17	direct:17	0x0000E8A8	0x0000297E	CODE:0000297E                 ldi     @PLYCBLK,ar5
byte_809800	byte_809800		16	direct:16	0x00809800	0x00001829	CODE:00001829                 stf     r0,@byte_809800
byte_809807	byte_809807		16	direct:16	0x00809807	0x0000006D	CODE:0000006D                 negf    @byte_809807,r2
ICF	ICF		16	direct:16	0x0000E59C	0x000015C1	CODE:000015C1                 ldi     @ICF,r0
WAITMSEC@MOTION	WAITMSEC	MOTION	16	direct:16	0x000049A2	0x00004586	CODE:00004586                 call    WAITMSEC@MOTION
OFREECNT	OFREECNT		15	direct:15	0x0000C9B9	0x00003A3B	CODE:00003A3B                 ldi     @OFREECNT,r0
START_RADY	START_RADY		15	direct:15	0x0000E432	0x000018D6	CODE:000018D6                 ldf     @START_RADY,r2
byte_C918	byte_C918		14	direct:14	0x0000C918	0x000015D2	CODE:000015D2                 sti     r0,@byte_C918
byte_E666	byte_E666		14	direct:14	0x0000E666	0x00001776	CODE:00001776                 sti     r0,@byte_E666
NULLSTR	NULLSTR		14	direct:14	0x00000E52	0x00000B9F	CODE:00000B9F                 ldi     @NULLSTR,ar3
POSITION	POSITION		14	direct:14	0x0000E637	0x00002A60	CODE:00002A60                 ldi     @POSITION,r0
ACTIVE_SCREEN	ACTIVE_SCREEN		13	direct:13	0x0000CE43	0x00000673	CODE:00000673                 sti     r0,@ACTIVE_SCREEN
BLOWLISTI	BLOWLISTI		13	direct:13	0x0000004F	0x0000012C	CODE:0000012C                 ldi     @BLOWLISTI,ar3
byte_EA67	byte_EA67		13	direct:13	0x0000EA67	0x00006117	CODE:00006117                 sti     r0,@byte_EA67
byte_EA6A	byte_EA6A		13	direct:13	0x0000EA6A	0x00006118	CODE:00006118                 sti     r0,@byte_EA6A
CAMERAPOSI	CAMERAPOSI		13	direct:13	0x00000045	0x0000009D	CODE:0000009D                 ldi     @CAMERAPOSI,ar6
DGROUP_COUNT	DGROUP_COUNT		13	direct:13	0x0000E49C	0x00003F9F	CODE:00003F9F                 sti     r0,@DGROUP_COUNT
DISPLAY@DIRQ	DISPLAY	DIRQ	13	direct:13	0x00000166	0x0000007E	CODE:0000007E                 call    DISPLAY@DIRQ
LK@BONUS	LK	BONUS	13	direct:13	0x00003998	0x00003971	CODE:00003971                 bu      LK@BONUS
CHEAT	CHEAT		12	direct:12	0x0000E8AE	0x0000242F	CODE:0000242F                 mpyf    @CHEAT,r0
COIN_COUNTER1	COIN_COUNTER1		12	direct:12	0x0000E5A3	0x00007346	CODE:00007346                 ldi     @COIN_COUNTER1,r1
COMM_MASTER_ERROR@COMM	COMM_MASTER_ERROR	COMM	12	direct:12	0x000080C1	0x000080B3	CODE:000080B3                 bu      COMM_MASTER_ERROR@COMM
INFRAMES	INFRAMES		12	direct:12	0x0000C960	0x00004BDF	CODE:00004BDF                 ldi     @INFRAMES,r0
TRANSMISSION_ACTIVE	TRANSMISSION_ACTIVE		12	direct:12	0x0000C901	0x000015D4	CODE:000015D4                 ldi     @TRANSMISSION_ACTIVE,r0
byte_8099DF	byte_8099DF		11	direct:11	0x008099DF	0x00004AE9	CODE:00004AE9                 sti     r0,@byte_8099DF
byte_980083	byte_980083		11	direct:11	0x00980083	0x000002FA	CODE:000002FA                 ldi     @byte_980083,r0
byte_C90A	byte_C90A		11	direct:11	0x0000C90A	0x000039A3	CODE:000039A3                 ldi     @byte_C90A,r0
byte_E4AA	byte_E4AA		11	direct:11	0x0000E4AA	0x00003FBC	CODE:00003FBC                 ldi     @byte_E4AA,r0
byte_EA66	byte_EA66		11	direct:11	0x0000EA66	0x00006110	CODE:00006110                 sti     r0,@byte_EA66
byte_EA6F	byte_EA6F		11	direct:11	0x0000EA6F	0x00006111	CODE:00006111                 sti     r0,@byte_EA6F
COMMQ_TMP_BUFFI	COMMQ_TMP_BUFFI		11	direct:11	0x0000766A	0x00002587	CODE:00002587                 ldi     @COMMQ_TMP_BUFFI,ar2
COMM_SLAVE_ERROR@COMM	COMM_SLAVE_ERROR	COMM	11	direct:11	0x0000820A	0x000081FD	CODE:000081FD                 bu      COMM_SLAVE_ERROR@COMM
L38@LINE	L38	LINE	11	direct:11	0x0000ACF1	0x0000AC83	CODE:0000AC83                 bgt     L38@LINE
OM_MODE	OM_MODE		11	direct:11	0x0000C906	0x000015D6	CODE:000015D6                 ldi     @OM_MODE,r0
PACTIVEI	PACTIVEI		11	direct:11	0x0000A86B	0x000021D6	CODE:000021D6                 ldi     @PACTIVEI,ar7
SECTIONIDX	SECTIONIDX		11	direct:11	0x0000E4A4	0x00003F93	CODE:00003F93                 sti     r0,@SECTIONIDX
SWITCHBUTS	SWITCHBUTS		11	direct:11	0x0000C967	0x00001660	CODE:00001660                 ldi     @SWITCHBUTS,r0
_pot0	_pot0		11	direct:11	0x0000C8F8	0x000008FF	CODE:000008FF                 ldi     @_pot0,r2
byte_C968	byte_C968		10	direct:10	0x0000C968	0x000006EF	CODE:000006EF                 sti     r0,@byte_C968
byte_C9B3	byte_C9B3		10	direct:10	0x0000C9B3	0x00003A38	CODE:00003A38                 ldi     @byte_C9B3,r1
byte_E49D	byte_E49D		10	direct:10	0x0000E49D	0x00003F92	CODE:00003F92                 sti     ar1,@byte_E49D
CLEARRDY	CLEARRDY		10	direct:10	0x0000C96F	0x00001D77	CODE:00001D77                 sti     r0,@CLEARRDY
DID_TIMED_OUT	DID_TIMED_OUT		10	direct:10	0x0000E56F	0x0000185B	CODE:0000185B                 sti     r0,@DID_TIMED_OUT
FASTSTKI	FASTSTKI		10	direct:10	0x00000063	0x0000067A	CODE:0000067A                 ldi     @FASTSTKI,sp
RESETALL@CMOS	RESETALL	CMOS	10	direct:10	0x00009AFB	0x00009ADE	CODE:00009ADE                 blt     RESETALL@CMOS
TIMEREC@CUSA	TIMEREC	CUSA	10	direct:10	0x00004F38	0x00004BDC	CODE:00004BDC                 call    TIMEREC@CUSA
TOSTARTBUFFI@COIN	TOSTARTBUFFI	COIN	10	direct:10	0x00007467	0x00007583	CODE:00007583                 ldi     @TOSTARTBUFFI@COIN,ar2
WRECKFLG	WRECKFLG		10	direct:10	0x0000E8A3	0x00002437	CODE:00002437                 ldi     @WRECKFLG,r0
WT_NS1@DIAG	WT_NS1	DIAG	10	direct:10	0x000005FA	0x000005FC	CODE:000005FC                 be      WT_NS1@DIAG
byte_98E634	byte_98E634		9	direct:9	0x0098E634	0x000031F6	CODE:000031F6                 sti     r0,@byte_98E634
byte_C8FB	byte_C8FB		9	direct:9	0x0000C8FB	0x00004D2A	CODE:00004D2A                 ldi     @byte_C8FB,r0
byte_EA6D	byte_EA6D		9	direct:9	0x0000EA6D	0x0000611B	CODE:0000611B                 sti     r0,@byte_EA6D
byte_EA70	byte_EA70		9	direct:9	0x0000EA70	0x0000611A	CODE:0000611A                 sti     r0,@byte_EA70
CAR_LIST	CAR_LIST		9	direct:9	0x0000E434	0x000021F2	CODE:000021F2                 ldi     @CAR_LIST,r0    ; LDPI
CMOSI	CMOSI		9	direct:9	0x00009961	0x00006443	CODE:00006443                 addi    @CMOSI,ar2
COLSGCX@COLLA	COLSGCX	COLLA	9	direct:9	0x0000232A	0x00002232	CODE:00002232                 ble     COLSGCX@COLLA
CREDITBUFFI@COIN	CREDITBUFFI	COIN	9	direct:9	0x00007466	0x000074BB	CODE:000074BB                 ldi     @CREDITBUFFI@COIN,ar2
HARD_SECTION_LOAD	HARD_SECTION_LOAD		9	direct:9	0x0000E5FB	0x00004B88	CODE:00004B88                 sti     r0,@HARD_SECTION_LOAD
LJIN@DIAG	LJIN	DIAG	9	direct:9	0x0000116C	0x0000115A	CODE:0000115A                 bu      LJIN@DIAG
loc_421	loc_421		9	direct:9	0x00000421	0x00001BB3	CODE:00001BB3                 cmpf    @loc_421,r0
SUSPEND_MODE	SUSPEND_MODE		9	direct:9	0x0000E61C	0x00001874	CODE:00001874                 sti     r0,@SUSPEND_MODE
WT_S1@DIAG	WT_S1	DIAG	9	direct:9	0x000005F6	0x000005F8	CODE:000005F8                 bne     WT_S1@DIAG
_pot1	_pot1		9	direct:9	0x0000C96B	0x00000910	CODE:00000910                 ldi     @_pot1,r2
byte_980040	byte_980040		8	direct:8	0x00980040	0x00004B0A	CODE:00004B0A                 sti     r0,@byte_980040
DO_NOT_REENABLE_INT@SND	DO_NOT_REENABLE_INT	SND	8	direct:8	0x0000E947	0x00009140	CODE:00009140                 sti     ar2,@DO_NOT_REENABLE_INT@SND
DRIVE_LIST	DRIVE_LIST		8	direct:8	0x0000E433	0x00001F8B	CODE:00001F8B                 ldi     @DRIVE_LIST,r0  ; LDPI
GS0@MOTION	GS0	MOTION	8	direct:8	0x000049FB	0x00004A05	CODE:00004A05                 bu      GS0@MOTION
HANDLE_MENU@DIAG	HANDLE_MENU	DIAG	8	direct:8	0x00000A4F	0x000006A1	CODE:000006A1                 bu      HANDLE_MENU@DIAG
MATRIXBI	MATRIXBI		8	direct:8	0x0000005B	0x00002ABF	CODE:00002ABF                 ldi     @MATRIXBI,ar2
PLY2CAR	PLY2CAR		8	direct:8	0x0000E5C2	0x00002B6B	CODE:00002B6B                 ldi     @PLY2CAR,ar0
SEND_BUFFER_A_LEN	SEND_BUFFER_A_LEN		8	direct:8	0x0000C903	0x000076BD	CODE:000076BD                 sti     r0,@SEND_BUFFER_A_LEN
TRANSMISSION_DEAD@COMM	TRANSMISSION_DEAD	COMM	8	direct:8	0x0000C902	0x00007FBB	CODE:00007FBB                 ldi     @TRANSMISSION_DEAD@COMM,r0
VEHICLE_TABLEI	VEHICLE_TABLEI		8	direct:8	0x00009422	0x00002998	CODE:00002998                 addi    @VEHICLE_TABLEI,ar1
WHEELPOS	WHEELPOS		8	direct:8	0x0000EA78	0x00001C72	CODE:00001C72                 stf     r2,@WHEELPOS
_CAMERARAD	_CAMERARAD		8	set:8	0x00000000	0x00002AE9	CODE:00002AE9                 stf     r2,@_CAMERARAD
BEEP@DIAG	BEEP	DIAG	7	direct:7	0x00000600	0x00000B80	CODE:00000B80                 call    BEEP@DIAG
byte_80C8F5	byte_80C8F5		7	direct:7	0x0080C8F5	0x000017E0	CODE:000017E0                 ldi     @byte_80C8F5,r0
byte_980080	byte_980080		7	direct:7	0x00980080	0x00004AEF	CODE:00004AEF                 sti     r0,@byte_980080
byte_C970	byte_C970		7	direct:7	0x0000C970	0x000031B9	CODE:000031B9                 sti     r0,@byte_C970
byte_E4A5	byte_E4A5		7	direct:7	0x0000E4A5	0x00003F91	CODE:00003F91                 sti     ar1,@byte_E4A5
byte_E4A7	byte_E4A7		7	direct:7	0x0000E4A7	0x00003F94	CODE:00003F94                 sti     r0,@byte_E4A7
byte_E938	byte_E938		7	direct:7	0x0000E938	0x000030E3	CODE:000030E3                 ldi     @byte_E938,r2
byte_EA69	byte_EA69		7	direct:7	0x0000EA69	0x00006114	CODE:00006114                 sti     r0,@byte_EA69
byte_EA6C	byte_EA6C		7	direct:7	0x0000EA6C	0x00006115	CODE:00006115                 sti     r0,@byte_EA6C
CHOOSENCAR	CHOOSENCAR		7	direct:7	0x0000E670	0x00001919	CODE:00001919                 sti     r0,@CHOOSENCAR
DUAL_ON_OFF@DIAG	DUAL_ON_OFF	DIAG	7	direct:7	0x00000E7A	0x00000BA0	CODE:00000BA0                 call    DUAL_ON_OFF@DIAG
IDLE_LISTI	IDLE_LISTI		7	direct:7	0x00000041	0x000041E8	CODE:000041E8                 ldi     @IDLE_LISTI,r1
INIT_MOTION_ERROROUT@MOTION	INIT_MOTION_ERROROUT	MOTION	7	direct:7	0x00004655	0x00004552	CODE:00004552                 bne     INIT_MOTION_ERROROUT@MOTION
INVTABI	INVTABI		7	direct:7	0x00000052	0x000000D3	CODE:000000D3                 addi    @INVTABI,ar3
loc_420	loc_420		7	direct:7	0x00000420	0x00001BAC	CODE:00001BAC                 cmpf    @loc_420,r0
MESSAGE_BOX@DIAG	MESSAGE_BOX	DIAG	7	direct:7	0x00000E62	0x00000DD7	CODE:00000DD7                 call    MESSAGE_BOX@DIAG
OACTIVE	OACTIVE		7	direct:7	0x0000C9B2	0x00003B25	CODE:00003B25                 sti     r0,@OACTIVE
OBJ_GFIND@HSTDP	OBJ_GFIND	HSTDP	7	direct:7	0x000036DB	0x00003649	CODE:00003649                 call    OBJ_GFIND@HSTDP
OBJ_GFIND_NEXT@HSTDP	OBJ_GFIND_NEXT	HSTDP	7	direct:7	0x000036EF	0x00003652	CODE:00003652                 call    OBJ_GFIND_NEXT@HSTDP
OFFROAD_TMR	OFFROAD_TMR		7	direct:7	0x0000E89A	0x000029B4	CODE:000029B4                 sti     r0,@OFFROAD_TMR ; STPI
RBUFF_LEN	RBUFF_LEN		7	direct:7	0x0000C904	0x00007682	CODE:00007682                 ldi     @RBUFF_LEN,r0
SCRNHYI	SCRNHYI		7	direct:7	0x00000054	0x000000D9	CODE:000000D9                 addf    @SCRNHYI,r2
SPINBUMP@COLLA	SPINBUMP	COLLA	7	direct:7	0x000027F7	0x00002778	CODE:00002778                 bhs     SPINBUMP@COLLA
STOPWATCH	STOPWATCH		7	direct:7	0x0000E88F	0x00001CA0	CODE:00001CA0                 sti     r0,@STOPWATCH
transmatrixI	transmatrixI		7	direct:7	0x0000004B	0x00000106	CODE:00000106                 ldi     @transmatrixI,ar3
ZOOMD	ZOOMD		7	direct:7	0x0000E89B	0x00002A46	CODE:00002A46                 stf     r0,@ZOOMD
_ACNTL	_ACNTL		7	direct:7	0x0000EA64	0x0000610D	CODE:0000610D                 sti     r0,@_ACNTL
_pot2	_pot2		7	direct:7	0x0000C96C	0x00000921	CODE:00000921                 ldi     @_pot2,r2
byte_3953	byte_3953		6	direct:6	0x00003953	0x00001F57	CODE:00001F57                 addi    @byte_3953,ar2
byte_8099E2	byte_8099E2		6	direct:6	0x008099E2	0x00004E76	CODE:00004E76                 ldi     @byte_8099E2,r1
byte_809A79	byte_809A79		6	direct:6	0x00809A79	0x000017A8	CODE:000017A8                 ldi     @byte_809A79,r0
byte_992000	byte_992000		6	direct:6	0x00992000	0x0000099D	CODE:0000099D                 ldi     @byte_992000,r7
byte_E42D	byte_E42D		6	direct:6	0x0000E42D	0x000031C0	CODE:000031C0                 stf     r0,@byte_E42D
byte_E4AC	byte_E4AC		6	direct:6	0x0000E4AC	0x000040AA	CODE:000040AA                 stf     r0,@byte_E4AC
byte_E4B3	byte_E4B3		6	direct:6	0x0000E4B3	0x00003A50	CODE:00003A50                 sti     r0,@byte_E4B3
byte_E56E	byte_E56E		6	direct:6	0x0000E56E	0x00001727	CODE:00001727                 ldi     @byte_E56E,r0
byte_E624	byte_E624		6	direct:6	0x0000E624	0x000039B4	CODE:000039B4                 sti     r0,@byte_E624
byte_E667	byte_E667		6	direct:6	0x0000E667	0x0000161F	CODE:0000161F                 ldi     @byte_E667,r0
byte_E87A	byte_E87A		6	direct:6	0x0000E87A	0x00001904	CODE:00001904                 ldi     @byte_E87A,r1
byte_E890	byte_E890		6	direct:6	0x0000E890	0x00001C9D	CODE:00001C9D                 sti     r0,@byte_E890
byte_E92F	byte_E92F		6	direct:6	0x0000E92F	0x000030DE	CODE:000030DE                 ldi     @byte_E92F,r2
