label	label_norm	module	kind	address	status	src_first5	rom_first5
vec_1C	vec_1C		data	0x0000001C	OK		
vec_1D	vec_1D		data	0x0000001D	OK		
vec_1E	vec_1E		data	0x0000001E	OK		
vec_1F	vec_1F		data	0x0000001F	OK		
vec_20	vec_20		data	0x00000020	OK		
vec_21	vec_21		data	0x00000021	OK		
vec_22	vec_22		data	0x00000022	OK		
vec_23	vec_23		data	0x00000023	OK		
vec_24	vec_24		data	0x00000024	OK		
vec_25	vec_25		data	0x00000025	OK		
vec_26	vec_26		data	0x00000026	OK		
vec_27	vec_27		data	0x00000027	OK		
vec_28	vec_28		data	0x00000028	OK		
vec_29	vec_29		data	0x00000029	OK		
vec_2A	vec_2A		data	0x0000002A	OK		
vec_2B	vec_2B		data	0x0000002B	OK		
vec_2C	vec_2C		data	0x0000002C	OK		
vec_2D	vec_2D		data	0x0000002D	OK		
vec_2E	vec_2E		data	0x0000002E	OK		
vec_2F	vec_2F		data	0x0000002F	OK		
vec_30	vec_30		data	0x00000030	OK		
vec_31	vec_31		data	0x00000031	OK		
vec_32	vec_32		data	0x00000032	OK		
vec_33	vec_33		data	0x00000033	OK		
vec_34	vec_34		data	0x00000034	OK		
vec_35	vec_35		data	0x00000035	OK		
vec_36	vec_36		data	0x00000036	OK		
vec_37	vec_37		data	0x00000037	OK		
vec_38	vec_38		data	0x00000038	OK		
vec_39	vec_39		data	0x00000039	OK		
vec_3A	vec_3A		data	0x0000003A	OK		
vec_3B	vec_3B		data	0x0000003B	OK		
vec_3C	vec_3C		data	0x0000003C	OK		
vec_3D	vec_3D		data	0x0000003D	OK		
vec_3E	vec_3E		data	0x0000003E	OK		
vec_3F	vec_3F		data	0x0000003F	OK		
OACTIVEI	OACTIVEI		data	0x00000040	OK		
IDLE_LISTI	IDLE_LISTI		data	0x00000041	OK		
dnums_p	dnums_p@TEXT	TEXT	data	0x00000041	OK		
OACTIVE_PRIORITYI	OACTIVE_PRIORITYI		data	0x00000042	OK		
OLOW_PRIORITYI	OLOW_PRIORITYI@DIRQ	DIRQ	data	0x00000043	OK		
ommdfont_p	ommdfont_p@TEXT	TEXT	data	0x00000043	OK		
OHIGH_PRIORITYI	OHIGH_PRIORITYI		data	0x00000044	OK		
font18_p	font18_p@TEXT	TEXT	data	0x00000044	OK		
CAMERAPOSI	CAMERAPOSI		data	0x00000045	OK		
lgnum43_p	lgnum43_p@TEXT	TEXT	data	0x00000045	OK		
CAMERAMATRIXI	CAMERAMATRIXI		data	0x00000047	OK		
ASHADOW	ASHADOW		data	0x00000048	OK		
LOCTEMPER_MATI	LOCTEMPER_MATI		data	0x0000004A	OK		
transmatrixI	transmatrixI		data	0x0000004B	OK		
transvectorYI	transvectorYI		data	0x0000004C	OK		
POSTERMATI	POSTERMATI		data	0x0000004D	OK		
POSTERMAT2DI	POSTERMAT2DI@DIRQ	DIRQ	data	0x0000004E	OK		
BLOWLISTI	BLOWLISTI		data	0x0000004F	OK		
tmpmatI	tmpmatI		data	0x00000050	OK		
tmpmatY	tmpmatY		data	0x00000051	OK		
INVTABI	INVTABI		data	0x00000052	OK		
SCRNHXI	SCRNHXI		data	0x00000053	OK		
SCRNHYI	SCRNHYI		data	0x00000054	OK		
HIGH_CLIP_LEV8	HIGH_CLIP_LEV8		data	0x00000055	OK		
DRIVE_LISTI	DRIVE_LISTI		data	0x00000056	OK		
CAR_LISTI	CAR_LISTI		data	0x00000057	OK		
SIGN_LISTI	SIGN_LISTI		data	0x00000058	OK		
GROUND_LISTI	GROUND_LISTI		data	0x00000059	OK		
MATRIXAI	MATRIXAI		data	0x0000005A	OK		
MATRIXBI	MATRIXBI		data	0x0000005B	OK		
MATRIXCI	MATRIXCI		data	0x0000005C	OK		
VECTORAI	VECTORAI		data	0x0000005D	OK		
VECTORBI	VECTORBI		data	0x0000005E	OK		
VECTORCI	VECTORCI		data	0x0000005F	OK		
VECTORAYI	VECTORAYI@DIRQ	DIRQ	data	0x00000061	OK		
PALLISTI	PALLISTI		data	0x00000062	OK		
_PALLISTI	_PALLISTI		data	0x00000062	OK		
FASTSTKI	FASTSTKI		data	0x00000063	OK		
DIRQ	DIRQ		code	0x00000064	OK		
NEXTOBJ	NEXTOBJ@DIRQ	DIRQ	label	0x00000091	OK		
NOBREAK_CONTINUE	NOBREAK_CONTINUE@DIRQ	DIRQ	label	0x00000097	OK		
TRANS_RET	TRANS_RET@DIRQ	DIRQ	label	0x000000A6	OK		
TRIVIAL_REJECTION	TRIVIAL_REJECTION@DIRQ	DIRQ	label	0x000000BA	OK		
NO_DEGRADE	NO_DEGRADE@DIRQ	DIRQ	label	0x000000C5	OK		
ROT3D	ROT3D@DIRQ	DIRQ	label	0x000000F6	OK		
CHECKTHEREG	CHECKTHEREG@DIRQ	DIRQ	label	0x000000FD	OK		
REGULAR	REGULAR@DIRQ	DIRQ	label	0x00000106	OK		
IDENTITY_ROTATION	IDENTITY_ROTATION@DIRQ	DIRQ	label	0x00000112	OK		
INLP1	INLP1@DIRQ	DIRQ	label	0x00000124	OK		
VECTORTRANSFULL	VECTORTRANSFULL@DIRQ	DIRQ	label	0x00000128	OK		
VT	VT@DIRQ	DIRQ	label	0x00000129	OK		
VTL	VTL@DIRQ	DIRQ	label	0x00000140	OK		
EOVCTR	EOVCTR@DIRQ	DIRQ	label	0x00000162	OK		
POLYPOLY_ENTER	POLYPOLY_ENTER@DIRQ	DIRQ	label	0x00000163	OK		
DISPLAY	DISPLAY@DIRQ	DIRQ	code	0x00000166	OK		
TRANS2D	TRANS2D@DIRQ	DIRQ	label	0x00000169	OK		
REGULAR1	REGULAR1@DIRQ	DIRQ	label	0x00000175	OK		
VTL2	VTL2@DIRQ	DIRQ	label	0x000001A0	OK		
EOVCTR2	EOVCTR2@DIRQ	DIRQ	label	0x000001BA	OK		
DYNAMIC_OBJECT	DYNAMIC_OBJECT@DIRQ	DIRQ	label	0x000001BC	OK		
DYNALOOP	DYNALOOP@DIRQ	DIRQ	label	0x000001CE	OK		
DYNREG	DYNREG@DIRQ	DIRQ	label	0x000001D0	OK		
DYNLP1	DYNLP1@DIRQ	DIRQ	label	0x000001F7	OK		
DYNALP	DYNALP@DIRQ	DIRQ	label	0x00000220	OK		
EODVCTR	EODVCTR@DIRQ	DIRQ	label	0x00000246	OK		
DYNALPX	DYNALPX@DIRQ	DIRQ	label	0x00000247	OK		
EOSVCTR	EOSVCTR@DIRQ	DIRQ	label	0x00000282	OK		
NOSHAD	NOSHAD@DIRQ	DIRQ	label	0x00000285	OK		
PLOTPOLY	PLOTPOLY@DIRQ	DIRQ	code	0x0000028D	OK		
PLOTPOLYLP	PLOTPOLYLP@DIRQ	DIRQ	label	0x000002C0	OK		
PLTPOLYLP	PLTPOLYLP@DIRQ	DIRQ	label	0x000002C0	OK		
POLYLP	POLYLP@DIRQ	DIRQ	label	0x000002FD	OK		
CLIPCK	CLIPCK@DIRQ	DIRQ	code	0x00000309	OK		
LPP2	LPP2@DIRQ	DIRQ	label	0x00000316	OK		
CKLP	CKLP@DIRQ	DIRQ	label	0x00000325	OK		
CLIP	CLIP@DIRQ	DIRQ	code	0x0000032F	OK		
CLIPOP	CLIPOP@DIRQ	DIRQ	label	0x0000036F	OK		
CLIP0	CLIP0@DIRQ	DIRQ	label	0x00000370	OK		
CLCKLP	CLCKLP@DIRQ	DIRQ	label	0x00000399	OK		
PCOUT	PCOUT@DIRQ	DIRQ	label	0x000003A1	OK		
PCWT	PCWT@DIRQ	DIRQ	label	0x000003A1	OK		
BUSTUP	BUSTUP@DIRQ	DIRQ	label	0x000003BD	OK		
BUSTUP0	BUSTUP0@DIRQ	DIRQ	label	0x000003C0	OK		
CLIPDONE	CLIPDONE@DIRQ	DIRQ	label	0x0000044A	OK		
PLTPOLL	PLTPOLL@DIRQ	DIRQ	label	0x0000048F	OK		
PLOTPOLYLP_1	PLOTPOLYLP_1@DIRQ	DIRQ	label	0x000004C0	OK		
PLTPOLYLP_1	PLTPOLYLP_1@DIRQ	DIRQ	data	0x000004C0	OK		
POLYLP_1	POLYLP_1@DIRQ	DIRQ	label	0x000004FC	OK		
PLT1PAL1	PLT1PAL1@DIRQ	DIRQ	label	0x00000515	OK		
PLTPOLYLP_2	PLTPOLYLP_2@DIRQ	DIRQ	label	0x00000520	OK		
PLTPOLL_2	PLTPOLL_2@DIRQ	DIRQ	label	0x0000054E	OK		
PLTG1PAL	PLTG1PAL@DIRQ	DIRQ	label	0x00000557	OK		
PLTGPOLYLP_2	PLTGPOLYLP_2@DIRQ	DIRQ	label	0x00000560	OK		
PLTGPOLL_2	PLTGPOLL_2@DIRQ	DIRQ	label	0x00000595	OK		
PLTGLP1_2	PLTGLP1_2@DIRQ	DIRQ	label	0x00000597	OK		
ILLUMFF	ILLUMFF@DIRQ	DIRQ	label	0x000005D8	OK		
LP1	LP1@DIRQ	DIRQ	label	0x000005E8	OK		
ZCLIP	ZCLIP@DIRQ	DIRQ	label	0x000005ED	OK		
CLIPRAMI	CLIPRAMI@DIRQ	DIRQ	data	0x000005F5	OK		
WT_S1	WT_S1@DIAG	DIAG	label	0x000005F6	OK		
WT_START	WT_START@DIAG	DIAG	code	0x000005F6	OK		
WT_NS1	WT_NS1@DIAG	DIAG	label	0x000005FA	OK		
WT_NSTART	WT_NSTART@DIAG	DIAG	code	0x000005FA	OK		
KEYPAUSE	KEYPAUSE@DIAG	DIAG	code	0x000005FE	OK		
BEEP	BEEP@DIAG	DIAG	code	0x00000600	OK		
MAKE_WINDOW	MAKE_WINDOW		code	0x00000602	OK		
MAKE_IWINDOW	MAKE_IWINDOW		code	0x00000628	OK		
DIAGPAL	DIAGPAL		data	0x0000064E	OK		
HARD_LOAD_DIAGPAL	HARD_LOAD_DIAGPAL		code	0x0000065F	OK		
HIDDEN_DIAG	HIDDEN_DIAG		code	0x00000669	OK		
ENTER_DIAG_INIT	ENTER_DIAG_INIT@DIAG	DIAG	code	0x00000678	OK		
ENTER_DIAG	ENTER_DIAG		code	0x00000699	OK		
TOEXIT	TOEXIT		code	0x000006A8	OK		
FILSIZI	FILSIZI@DIAG	DIAG	data	0x000006AE	OK		
REDV	REDV@DIAG	DIAG	data	0x000006AF	OK		
GREENV	GREENV@DIAG	DIAG	data	0x000006B0	OK		
BLUEV	BLUEV@DIAG	DIAG	data	0x000006B1	OK		
BLACKV	BLACKV@DIAG	DIAG	data	0x000006B2	OK		
COLORBARS	COLORBARS@DIAG	DIAG	code	0x000006ED	OK		
GREYLP	GREYLP@DIAG	DIAG	label	0x000006FC	OK		
REDLP	REDLP@DIAG	DIAG	label	0x00000703	OK		
GREENLP	GREENLP@DIAG	DIAG	label	0x0000070A	OK		
BLUELP	BLUELP@DIAG	DIAG	label	0x0000070F	OK		
bufferI	bufferI		data	0x00000723	OK		
SSLP	SSLP@DIAG	DIAG	label	0x0000081D	OK		
NOWTOEXIT	NOWTOEXIT@DIAG	DIAG	label	0x00000874	OK		
JJ	JJ@DIAG	DIAG	label	0x00000891	OK		
DISPLAY_SWITCH_STATUS	DISPLAY_SWITCH_STATUS@DIAG	DIAG	code	0x00000895	OK		
DSS	DSS@DIAG	DIAG	label	0x000008A8	OK		
DONEDSS	DONEDSS@DIAG	DIAG	label	0x000008B8	OK		
SWITCHES_DIAGI	SWITCHES_DIAGI@DIAG	DIAG	data	0x000008B9	OK		
DISPLAY_SHIFTER	DISPLAY_SHIFTER@DIAG	DIAG	code	0x000008BA	OK		
NOT1ST	NOT1ST@DIAG	DIAG	label	0x000008E3	OK		
NOT2ND	NOT2ND@DIAG	DIAG	label	0x000008EC	OK		
NOT3RD	NOT3RD@DIAG	DIAG	label	0x000008F5	OK		
NOT4TH	NOT4TH@DIAG	DIAG	label	0x000008FE	OK		
DISPPOTS	DISPPOTS@DIAG	DIAG	code	0x000008FF	OK		
NOPLOTpot0	NOPLOTpot0@DIAG	DIAG	label	0x00000910	OK		
NOPLOTpot1	NOPLOTpot1@DIAG	DIAG	label	0x00000921	OK		
NOPLOTpot2	NOPLOTpot2@DIAG	DIAG	label	0x00000932	OK		
DIPLP	DIPLP@DIAG	DIAG	label	0x0000093C	OK		
SHOW_DIPSWITCH_STATUS	SHOW_DIPSWITCH_STATUS@DIAG	DIAG	code	0x00000942	OK		
DISPLAY_DIPSWITCH_STATUS	DISPLAY_DIPSWITCH_STATUS@DIAG	DIAG	code	0x0000095A	OK		
DONE_MODE_MSG	DONE_MODE_MSG@DIAG	DIAG	label	0x00000A20	OK		
DMOD1	DMOD1@DIAG	DIAG	data	0x00000A2F	OK		
DMOD2	DMOD2@DIAG	DIAG	data	0x00000A30	OK		
DMOTI	DMOTI@DIAG	DIAG	data	0x00000A31	OK		
DNMOTI	DNMOTI@DIAG	DIAG	data	0x00000A32	OK		
DLINKDI	DLINKDI@DIAG	DIAG	data	0x00000A33	OK		
DNLINKDI	DNLINKDI@DIAG	DIAG	data	0x00000A34	OK		
MOMT	MOMT@DIAG	DIAG	data	0x00000A35	OK		
AMT	AMT@DIAG	DIAG	data	0x00000A3A	OK		
ADJTABI	ADJTABI@DIAG	DIAG	data	0x00000A3F	OK		
UMT	UMT@DIAG	DIAG	data	0x00000A45	OK		
MMT	MMT@DIAG	DIAG	data	0x00000A4A	OK		
DMT	DMT@DIAG	DIAG	data	0x00000A4B	OK		
HANDLE_MENU	HANDLE_MENU@DIAG	DIAG	label	0x00000A4F	OK		
HMER	HMER@DIAG	DIAG	label	0x00000A52	OK		
HMSTAND	HMSTAND@DIAG	DIAG	label	0x00000A6A	OK		
HMNOTSTAND	HMNOTSTAND@DIAG	DIAG	label	0x00000A6F	OK		
HANMENL	HANMENL@DIAG	DIAG	label	0x00000A78	OK		
JAJA5	JAJA5@DIAG	DIAG	label	0x00000A9D	OK		
HM_NOTUP	HM_NOTUP@DIAG	DIAG	label	0x00000AA9	OK		
HM_WT	HM_WT@DIAG	DIAG	label	0x00000AAF	OK		
wta	wta@DIAG	DIAG	label	0x00000AB0	OK		
wtta	wtta@DIAG	DIAG	label	0x00000AB9	OK		
HM_NOTDOWN	HM_NOTDOWN@DIAG	DIAG	label	0x00000ABB	OK		
J55	J55@DIAG	DIAG	label	0x00000ABB	OK		
GO_SCROLL	GO_SCROLL@DIAG	DIAG	label	0x00000AC5	OK		
NO_SCROLL	NO_SCROLL@DIAG	DIAG	label	0x00000ACE	OK		
HM_EXECUTE	HM_EXECUTE@DIAG	DIAG	label	0x00000ACF	OK		
XIT_MENU_TO_MAIN	XIT_MENU_TO_MAIN@DIAG	DIAG	code	0x00000AE0	OK		
SETUP_DIAG_SCREEN	SETUP_DIAG_SCREEN		code	0x00000AE9	OK		
MUSIC_TAB	MUSIC_TAB@DIAG	DIAG	data	0x00000AF0	OK		
EFFECTS_TAB	EFFECTS_TAB@DIAG	DIAG	data	0x00000AF7	OK		
SBT_UPDT	SBT_UPDT@DIAG	DIAG	label	0x00000B1A	OK		
NUPDT	NUPDT@DIAG	DIAG	label	0x00000B2E	OK		
NUPDE	NUPDE@DIAG	DIAG	label	0x00000B42	OK		
SBT_LP	SBT_LP@DIAG	DIAG	label	0x00000B42	OK		
NOXIT	NOXIT@DIAG	DIAG	label	0x00000B47	OK		
SBTLP2	SBTLP2@DIAG	DIAG	label	0x00000B4A	OK		
NONEXTT	NONEXTT@DIAG	DIAG	label	0x00000B53	OK		
SBTLP1	SBTLP1@DIAG	DIAG	label	0x00000B56	OK		
NONEXTE	NONEXTE@DIAG	DIAG	label	0x00000B5F	OK		
AMODES	AMODES@DIAG	DIAG	data	0x00000B9A	OK		
BURNIN_TEST	BURNIN_TEST@DIAG	DIAG	label	0x00000BA5	OK		
STANDARD_PRICING_MENU	STANDARD_PRICING_MENU@DIAG	DIAG	data	0x00000BBB	OK		
COUNTRY_MENUTABI	COUNTRY_MENUTABI@DIAG	DIAG	data	0x00000BDB	OK		
DONE_MSG	DONE_MSG@DIAG	DIAG	label	0x00000C26	OK		
PS_SKIPMENU	PS_SKIPMENU@DIAG	DIAG	label	0x00000C57	OK		
PSLP	PSLP@DIAG	DIAG	label	0x00000C61	OK		
PSLP1	PSLP1@DIAG	DIAG	label	0x00000C7B	OK		
PSLP1_CHECK	PSLP1_CHECK@DIAG	DIAG	label	0x00000C7C	OK		
PSLPX	PSLPX@DIAG	DIAG	label	0x00000C95	OK		
PRINT_SPYN	PRINT_SPYN@DIAG	DIAG	code	0x00000C97	OK		
CUSTOM_PRICING_MENU	CUSTOM_PRICING_MENU@DIAG	DIAG	data	0x00000CA0	OK		
SET_CONTROLS	SET_CONTROLS		code	0x00000CC0	OK		
DADA5	DADA5@DIAG	DIAG	label	0x00000D1E	OK		
SETVOL_LP	SETVOL_LP@DIAG	DIAG	label	0x00000D86	OK		
SETNN	SETNN@DIAG	DIAG	label	0x00000D90	OK		
NOTRET	NOTRET@DIAG	DIAG	label	0x00000D97	OK		
NOTUPA	NOTUPA@DIAG	DIAG	label	0x00000DA9	OK		
NOTDOWNA	NOTDOWNA@DIAG	DIAG	label	0x00000DB9	OK		
WTA	WTA@DIAG	DIAG	label	0x00000DB9	OK		
SHOW_VOLUME	SHOW_VOLUME@DIAG	DIAG	code	0x00000DBA	OK		
FFRSUB	FFRSUB		code	0x00000DCE	OK		
FFRST	FFRST@DIAG	DIAG	data	0x00000DDA	OK		
DAS	DAS@DIAG	DIAG	data	0x00000DE5	OK		
MP2	MP2@DIAG	DIAG	data	0x00000E3F	OK		
MP3	MP3@DIAG	DIAG	data	0x00000E40	OK		
YES	YES@DIAG	DIAG	data	0x00000E4E	OK		
NO	NO@DIAG	DIAG	data	0x00000E4F	OK		
ONS	ONS@DIAG	DIAG	data	0x00000E50	OK		
OFFS	OFFS@DIAG	DIAG	data	0x00000E51	OK		
NULLSTR	NULLSTR		data	0x00000E52	OK		
AREUSURE	AREUSURE@DIAG	DIAG	data	0x00000E53	OK		
MESSAGE_BOX	MESSAGE_BOX@DIAG	DIAG	code	0x00000E62	OK		
CLEAR_YES_NO	CLEAR_YES_NO@DIAG	DIAG	code	0x00000E76	OK		
ASK_YES_NO	ASK_YES_NO@DIAG	DIAG	code	0x00000E77	OK		
DUAL_ON_OFF	DUAL_ON_OFF@DIAG	DIAG	code	0x00000E7A	OK		
DUAL_VALUE	DUAL_VALUE@DIAG	DIAG	code	0x00000E7D	OK		
CYNLOOP	CYNLOOP@DIAG	DIAG	label	0x00000EA5	OK		
CHNG	CHNG@DIAG	DIAG	label	0x00000EBB	OK		
NCHNG	NCHNG@DIAG	DIAG	label	0x00000EBE	OK		
DOEXIT	DOEXIT@DIAG	DIAG	label	0x00000EC3	OK		
CYN_YES	CYN_YES@DIAG	DIAG	label	0x00000EC7	OK		
SSGD	SSGD@DIAG	DIAG	data	0x00000EC9	OK		
SSGD2	SSGD2@DIAG	DIAG	data	0x00000ECA	OK		
SET_STEERING_SENSITIVITY	SET_STEERING_SENSITIVITY@DIAG	DIAG	label	0x00000ECB	OK		
GAMEDIFF_CVTI	GAMEDIFF_CVTI@DIAG	DIAG	data	0x00000EF9	OK		
MULTI_VALUE_STEP	MULTI_VALUE_STEP@DIAG	DIAG	code	0x00000F5B	OK		
DVLOOP	DVLOOP@DIAG	DIAG	label	0x00000F91	OK		
CHNGDV	CHNGDV@DIAG	DIAG	label	0x00000FAD	OK		
NCHNGDV	NCHNGDV@DIAG	DIAG	label	0x00000FB0	OK		
WT5	WT5@DIAG	DIAG	label	0x00000FB1	OK		
WTT5	WTT5@DIAG	DIAG	label	0x00000FB7	OK		
WTTT5	WTTT5@DIAG	DIAG	label	0x00000FBD	OK		
DOEXITDV	DOEXITDV@DIAG	DIAG	label	0x00000FC2	OK		
SPM	SPM@DIAG	DIAG	data	0x00000FC3	OK		
STP	STP@DIAG	DIAG	data	0x00000FE1	OK		
RCMT	RCMT@DIAG	DIAG	data	0x00000FE2	OK		
PRINT_VALUE	PRINT_VALUE@DIAG	DIAG	code	0x0000105B	OK		
PRINT_VALUEX	PRINT_VALUEX@DIAG	DIAG	label	0x00001066	OK		
GETSTR_LENGTH	GETSTR_LENGTH@DIAG	DIAG	code	0x0000107B	OK		
GSLP	GSLP@DIAG	DIAG	label	0x00001080	OK		
GSLP1	GSLP1@DIAG	DIAG	label	0x00001082	OK		
GSLDONE	GSLDONE@DIAG	DIAG	label	0x0000108B	OK		
MAIN_MENU	MAIN_MENU@DIAG	DIAG	data	0x000010D8	OK		
DIAGNOSTIC_MENU	DIAGNOSTIC_MENU@DIAG	DIAG	data	0x000010E7	OK		
UTILITIES_MENU	UTILITIES_MENU@DIAG	DIAG	data	0x000010FC	OK		
ADJUSTMENT_MENU	ADJUSTMENT_MENU@DIAG	DIAG	data	0x0000110A	OK		
MOTION_MENU	MOTION_MENU@DIAG	DIAG	data	0x0000112F	OK		
LAMPT	LAMPT@DIAG	DIAG	data	0x0000113D	OK		
LAMP_MENU	LAMP_MENU@DIAG	DIAG	data	0x0000113F	OK		
RUN_LAMP_TEST	RUN_LAMP_TEST@DIAG	DIAG	label	0x00001155	OK		
LAMPSOFF	LAMPSOFF@DIAG	DIAG	code	0x00001159	OK		
LJIN	LJIN@DIAG	DIAG	label	0x0000116C	OK		
MOTION_CHECK_SAFETY_CODES	MOTION_CHECK_SAFETY_CODES@DIAG	DIAG	code	0x00001170	OK		
MCSC_LP	MCSC_LP@DIAG	DIAG	label	0x0000117C	OK		
JJDDA	JJDDA@DIAG	DIAG	label	0x00001187	OK		
NO_ERRORS	NO_ERRORS@DIAG	DIAG	label	0x00001189	OK		
ALL_DONE	ALL_DONE@DIAG	DIAG	label	0x00001193	OK		
MOTION_SAFETY_CODES	MOTION_SAFETY_CODES@DIAG	DIAG	data	0x00001198	OK		
DRAW_MOTION_SAFETY_DIAG	DRAW_MOTION_SAFETY_DIAG@DIAG	DIAG	code	0x000012DD	OK		
CLEAR_MATS	CLEAR_MATS@DIAG	DIAG	code	0x0000137A	OK		
MSSD_LP	MSSD_LP@DIAG	DIAG	label	0x000013E1	OK		
MSOFF	MSOFF@DIAG	DIAG	label	0x000013F2	OK		
MSFX	MSFX@DIAG	DIAG	label	0x000013F8	OK		
AUDIT_LIST	AUDIT_LIST@AUDITS	AUDITS	data	0x00001430	OK		
AUDIT_DISPLAY	AUDIT_DISPLAY		code	0x000014D0	OK		
KKLL	KKLL@AUDITS	AUDITS	label	0x000014DF	OK		
LYTL	LYTL@AUDITS	AUDITS	label	0x000014F8	OK		
LLTT	LLTT@AUDITS	AUDITS	label	0x00001500	OK		
NOCALL	NOCALL@AUDITS	AUDITS	label	0x0000150E	OK		
J22AB	J22AB@AUDITS	AUDITS	label	0x0000150F	OK		
JJTTA	JJTTA@AUDITS	AUDITS	label	0x0000151B	OK		
LLRR	LLRR@AUDITS	AUDITS	label	0x0000151D	OK		
WL2A	WL2A@AUDITS	AUDITS	label	0x0000151F	OK		
NODIPPLOT	NODIPPLOT@AUDITS	AUDITS	label	0x0000152A	OK		
NOLOG	NOLOG@AUDITS	AUDITS	label	0x00001535	OK		
DBNCE	DBNCE@AUDITS	AUDITS	label	0x00001539	OK		
FFB2	FFB2@AUDITS	AUDITS	label	0x0000153D	OK		
RB44	RB44@AUDITS	AUDITS	label	0x0000153F	OK		
KKLL5	KKLL5@AUDITS	AUDITS	label	0x00001544	OK		
KKL	KKL@AUDITS	AUDITS	label	0x00001548	OK		
BOOKX	BOOKX@AUDITS	AUDITS	label	0x00001549	OK		
WL266	WL266@AUDITS	AUDITS	label	0x00001549	OK		
CNR_ENTER	CNR_ENTER@INTRO	INTRO	label	0x000017A7	OK		
CONTINUE	CONTINUE@INTRO	INTRO	label	0x000017AE	OK		
WFSNP	WFSNP@INTRO	INTRO	label	0x000017DC	OK		
ALL_JOINUP	ALL_JOINUP@INTRO	INTRO	label	0x000017E0	OK		
CHOOSE_NEXT_RACE	CHOOSE_NEXT_RACE		code	0x0000180C	OK		
LOAD_NEW_SELECTION	LOAD_NEW_SELECTION@INTRO	INTRO	label	0x0000181F	OK		
WATCH_PLYRS_CAR	WATCH_PLYRS_CAR@INTRO	INTRO	code	0x00001841	OK		
INIT_GAMELEG	INIT_GAMELEG		code	0x00001859	OK		
BABA66	BABA66@INTRO	INTRO	label	0x0000189C	OK		
CCTI	CCTI@INTRO	INTRO	data	0x000018A0	OK		
CCTABI	CCTABI@INTRO	INTRO	data	0x000018A4	OK		
RACE_STARTING_POINTSI	RACE_STARTING_POINTSI		data	0x000018A5	OK		
JT75	JT75@INTRO	INTRO	label	0x000018C3	OK		
KIBO	KIBO@INTRO	INTRO	label	0x000018C8	OK		
BABA	BABA@INTRO	INTRO	label	0x000018D6	OK		
NLD	NLD@INTRO	INTRO	label	0x000018E1	OK		
NOHIDE	NOHIDE@INTRO	INTRO	label	0x00001914	OK		
TMP886	TMP886@INTRO	INTRO	label	0x00001919	OK		
JAJAKKA	JAJAKKA@INTRO	INTRO	label	0x00001926	OK		
CCLP	CCLP@INTRO	INTRO	label	0x00001948	OK		
CCLPX	CCLPX@INTRO	INTRO	label	0x0000195A	OK		
DOALL1	DOALL1@INTRO	INTRO	label	0x000019A2	OK		
IBO45A	IBO45A@INTRO	INTRO	label	0x000019A3	OK		
NDO	NDO@INTRO	INTRO	label	0x000019C4	OK		
NDO2	NDO2@INTRO	INTRO	label	0x000019DC	OK		
MOVELOOP	MOVELOOP@INTRO	INTRO	label	0x000019F9	OK		
BABADUY	BABADUY@INTRO	INTRO	label	0x00001A09	OK		
IBODONE	IBODONE@INTRO	INTRO	label	0x00001A17	OK		
BABADUY4	BABADUY4@INTRO	INTRO	label	0x00001A22	OK		
LISTLP	LISTLP@INTRO	INTRO	label	0x00001A2D	OK		
SCS_TABI	SCS_TABI@INTRO	INTRO	data	0x00001A57	OK		
SHOW_CAR_STATISTICS	SHOW_CAR_STATISTICS		code	0x00001A5C	OK		
CARPAL_TABLEI	CARPAL_TABLEI@INTRO	INTRO	data	0x00001A88	OK		
CARSRCPAL_TABI	CARSRCPAL_TABI@INTRO	INTRO	data	0x00001A89	OK		
CLEANUP_DIMCAR_PALS	CLEANUP_DIMCAR_PALS@INTRO	INTRO	code	0x00001A8A	OK		
GETTHECAR	GETTHECAR@INTRO	INTRO	code	0x00001A9F	OK		
ROUNDERLP	ROUNDERLP@INTRO	INTRO	label	0x00001AE5	OK		
NODO56	NODO56@INTRO	INTRO	label	0x00001AF2	OK		
RLL	RLL@INTRO	INTRO	label	0x00001B0F	OK		
AFFECT_THE_CARS	AFFECT_THE_CARS@INTRO	INTRO	code	0x00001B13	OK		
AFFECTED_CAR	AFFECTED_CAR@INTRO	INTRO	code	0x00001B59	OK		
DOALL	DOALL@INTRO	INTRO	label	0x00001B8D	OK		
IBO45	IBO45@INTRO	INTRO	label	0x00001B90	OK		
IBOIBO	IBOIBO@INTRO	INTRO	label	0x00001B94	OK		
N12	N12@INTRO	INTRO	label	0x00001B9C	OK		
CAR_DIMMER	CAR_DIMMER@INTRO	INTRO	code	0x00001B9D	OK		
flour_lghtof	flour_lghtof@INTRO	INTRO	data	0x00001BA6	OK		
LIGHT_INIT	LIGHT_INIT@INTRO	INTRO	code	0x00001C27	OK		
LIGHT_OFF	LIGHT_OFF@INTRO	INTRO	code	0x00001C34	OK		
LIGHT_ON	LIGHT_ON@INTRO	INTRO	code	0x00001C4A	OK		
INIT_PEDALCHK	INIT_PEDALCHK		code	0x00001C5B	OK		
GETCHOICE	GETCHOICE		code	0x00001C62	OK		
GETCHA	GETCHA@INTRO	INTRO	label	0x00001C73	OK		
GETCH1	GETCH1@INTRO	INTRO	label	0x00001C81	OK		
GETCHX	GETCHX@INTRO	INTRO	label	0x00001C82	OK		
PEDALCHK	PEDALCHK		code	0x00001C85	OK		
