timestamp_utc	rom_path	labels_tsv	apply_py	rows_total	rows_code	rows_data	anchors	unresolved	dp0_marks	labels_emitted	promoted_aliases	address_map_existing	address_map_inserted	address_map_updated	ida_map	ida_map_existing	ida_map_inserted	ida_map_updated
2026-05-29T20:58:25.434997+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	tools/ida/romlst_labels.tsv	tools/ida/apply_romlst_labels.py	1363	472	366	482	30	96	1363								
2026-05-29T21:21:21.956305+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	tools/ida/romlst_labels.tsv	tools/ida/apply_romlst_labels.py	1512	472	515	482	30	96	1512								
2026-05-29T23:01:38.907554+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	tools/ida/romlst_labels.tsv	tools/ida/apply_romlst_labels.py	1512	472	515	482	30	96	1512								
2026-05-29T23:02:28.486860+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	tools/ida/romlst_labels.tsv	tools/ida/apply_romlst_labels.py	1512	472	515	482	30	96	1512								
2026-05-30T02:57:32.946114+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	tools/ida/romlst_labels.tsv	tools/ida/apply_romlst_labels.py	1418	477	415	487	30	96	1418								
2026-05-30T21:28:11.169210+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	1531	500	434	514	33	97	1531								
2026-05-30T21:53:41.375558+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	1531	500	434	514	33	97	1531								
2026-05-31T00:08:43.480047+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	1531	500	434	514	33	97	1531								
2026-05-31T00:10:04.426913+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	1531	500	434	514	33	97	1531								
2026-05-31T00:11:23.039991+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	1531	500	434	514	33	97	1531								
2026-05-31T07:40:39.836380+00:00	/Users/j.harris/downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	1815	563	493	579	27	104	1815								
2026-05-31T07:56:39.546259+00:00	/Users/j.harris/downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	2092	622	555	643	28	117	2092								
2026-05-31T08:00:41.520814+00:00	/Users/j.harris/downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	2134	628	578	649	28	119	2134								
2026-05-31T08:03:21.052883+00:00	/Users/j.harris/downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	2135	628	578	649	28	119	2135								
2026-05-31T08:04:14.852074+00:00	/Users/j.harris/downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	2135	628	578	649	28	119	2135								
2026-05-31T08:23:45.771483+00:00	/Users/j.harris/downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	2137	628	580	649	28	119	2137								
2026-05-31T08:25:58.711411+00:00	/Users/j.harris/downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	2169	632	591	653	28	119	2169								
2026-05-31T10:39:37.588790+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/apply_romlst_labels.py	2169	632	591	653	28	119	2169								
