address	comment
0x000012FB	RECT
0x000012FC	RECT
0x000012FD	RECT
0x000012FE	RECT
0x000012FF	RECT
0x00001300	RECT
0x00001301	RECT
0x00001303	TEXTITT
0x00001304	TEXTITT
0x00001305	TEXTITT
0x00001306	TEXTITT
0x00001307	TEXTITT
0x00001308	TEXTITT
0x00001309	TEXTITT
0x0000130A	TEXTITT
0x0000130B	TEXTITT
0x0000130C	TEXTITT
0x0000130D	TEXTITT
0x0000130E	TEXTITT
0x0000130F	RECTW
0x00001310	RECTW
0x00001311	RECTW
0x00001312	RECTW
0x00001313	RECTW
0x00001314	RECTW
0x00001315	RECTW
0x00001316	RECTW
0x00001317	RECTW
0x00001318	RECTW
0x00001319	RECTW
0x0000131A	RECTW
0x0000131B	RECTW
0x0000131C	RECTW
0x0000131D	RECTW
0x0000131E	RECTW
0x0000131F	RECTW
0x00001320	RECTW
0x00001321	RECTW
0x00001322	RECTW
0x00001323	RECTW
0x00001324	RECTW
0x00001325	RECTW
0x00001326	RECTW
0x00001327	RECTW
0x00001328	RECTW
0x00001329	RECTW
0x0000132A	RECTW
0x0000132B	RECTW
0x0000132C	RECTW
0x0000132D	RECTW
0x0000132E	RECTW
0x0000132F	RECTW
0x00001330	RECTW
0x00001331	RECTW
0x00001332	RECTW
0x00001333	RECTW
0x00001334	RECTW
0x00001335	RECTW
0x00001336	RECTW
0x00001337	RECTW
0x00001338	RECTW
0x00001339	RECTW
0x0000133A	RECTW
0x0000133B	RECTW
0x0000133C	RECTW
0x0000133D	RECTW
0x0000133E	RECTW
0x00001340	TEXTITT
0x00001341	TEXTITT
0x00001342	TEXTITT
0x00001343	TEXTITT
0x00001344	TEXTITT
0x00001345	TEXTITT
0x00001346	TEXTITT
0x00001347	TEXTITT
0x00001348	TEXTITT
0x00001349	TEXTITT
0x0000134A	TEXTITT
0x0000134B	TEXTITT
0x0000134C	RECT
0x0000134D	RECT
0x0000134E	RECT
0x0000134F	RECT
0x00001350	RECT
0x00001351	RECT
0x00001352	RECT
0x00001353	RECT
0x00001354	RECT
0x00001355	RECT
0x00001356	RECT
0x00001357	RECT
0x00001358	RECT
0x00001359	RECT
0x0000135A	RECT
0x0000135B	RECT
0x0000135C	RECT
0x0000135D	RECT
0x0000135F	TEXTITT
0x00001360	TEXTITT
0x00001361	TEXTITT
0x00001362	TEXTITT
0x00001363	TEXTITT
0x00001364	TEXTITT
0x00001365	TEXTITT
0x00001366	TEXTITT
0x00001367	TEXTITT
0x00001368	TEXTITT
0x00001369	TEXTITT
0x0000136A	TEXTITT
0x0000136B	TEXTITT
0x0000136C	TEXTITT
0x0000136D	TEXTITT
0x0000136E	TEXTITT
0x0000136F	IWINDOW
0x00001370	IWINDOW
0x00001371	IWINDOW
0x00001372	IWINDOW
0x00001373	IWINDOW
0x00001374	IWINDOW
0x00001375	IWINDOW
0x00001376	IWINDOW
0x00001377	IWINDOW
0x00001378	IWINDOW
0x0000137A	FILL
0x0000137B	FILL
0x0000137C	FILL
0x0000137D	FILL
0x0000137E	FILL
0x0000137F	FILL
0x00001380	FILL
0x00001381	FILL
0x00001382	FILL
0x00001383	FILL
0x00001384	FILL
0x00001385	FILL
0x00001386	FILL
0x00001387	FILL
0x00001388	FILL
0x00001389	FILL
0x0000138A	FILL
0x0000138B	FILL
0x0000138C	FILL
0x0000138D	FILL
0x0000138E	FILL
0x0000138F	FILL
0x00001390	FILL
0x00001391	FILL
0x00001392	FILL
0x00001393	FILL
0x00001394	FILL
0x00001395	FILL
0x00001396	FILL
0x00001397	FILL
0x00001398	FILL
0x00001399	FILL
0x0000139A	FILL
0x0000139B	FILL
0x0000139C	FILL
0x0000139D	FILL
0x0000139E	FILL
0x0000139F	FILL
0x000013A0	FILL
0x000013A1	FILL
0x000013A2	FILL
0x000013A3	FILL
0x000013A4	FILLW
0x000013A5	FILLW
0x000013A6	FILLW
0x000013A7	FILLW
0x000013A8	FILLW
0x000013A9	FILLW
0x000013AA	FILLW
0x000013AB	FILLW
0x000013AC	FILLW
0x000013AD	FILLW
0x000013AE	FILLW
0x000013AF	FILLW
0x000013B0	FILLW
0x000013B1	FILLW
0x000013B2	FILLW
0x000013B3	FILLW
0x000013B4	FILLW
0x000013B5	FILLW
0x000013B6	FILLW
0x000013B7	FILLW
0x000013B8	FILLW
0x000013B9	FILLW
0x000013BA	FILLW
0x000013BB	FILLW
0x000013BC	FILLW
0x000013BD	FILLW
0x000013BE	FILLW
0x000013BF	FILLW
0x000013C0	FILLW
0x000013C1	FILLW
0x000013C2	FILLW
0x000013C3	FILLW
0x000013C4	FILLW
0x000013C5	FILLW
0x000013C6	FILLW
0x000013C7	FILLW
0x000013C8	FILLW
0x000013C9	FILLW
0x000013CA	FILLW
0x000013CB	FILLW
0x000013CC	FILLW
0x000013CD	FILLW
0x000013CE	FILLW
0x000013CF	FILLW
0x000013D0	FILLW
0x000013D1	FILLW
0x000013D2	FILLW
0x000013D3	FILLW
0x000013D8	CLRI
0x000013D9	LDP @991030h
0x000013DC	SETDP
0x000013DD	RS
0x000013DE	LS
0x000013DF	RS
0x000013E4	CLRI
0x000013E5	LDP @991030h
0x000013E8	SETDP
0x000013EB	FILL
0x000013EC	FILL
0x000013ED	FILL
0x000013EE	FILL
0x000013EF	FILL
0x000013F0	FILL
0x000013F2	MSOFF
0x000013F3	MSOFF
0x000013F4	MSOFF
0x000013F5	MSOFF
0x000013F6	MSOFF
0x000013F7	MSOFF
0x000013F8	CLRI
0x000013F9	LDP @991030h
0x000013FC	SETDP
0x000013FD	RS
0x000013FE	LS
0x000013FF	RS
0x00001403	FILL
0x00001404	FILL
0x00001405	FILL
0x00001406	FILL
0x00001407	FILL
0x00001408	FILL
0x00001409	CLRI
0x0000140A	LDP @991030h
0x0000140D	SETDP
0x0000140E	RS
0x00001410	LDL
0x000014D1	CLRI
0x000014D3	TEXTITT
0x000014D4	TEXTITT
0x000014D5	TEXTITT
0x000014D6	TEXTITT
0x000014DA	TEXTITT
0x000014DB	TEXTITT
0x000014DC	TEXTITT
0x000014DD	TEXTITT
0x000014DF	KKLL
0x000014E0	KKLL
0x000014E1	KKLL
0x000014E2	KKLL
0x000014E3	KKLL
0x000014E4	KKLL
0x000014E5	KKLL
0x000014E6	KKLL
0x000014E7	KKLL
0x000014E8	KKLL
0x000014E9	KKLL
0x000014EA	KKLL
0x000014EB	KKLL
0x000014EC	KKLL
0x000014ED	KKLL
0x000014EE	KKLL
0x000014EF	KKLL
0x000014F0	KKLL
0x000014F1	KKLL
0x000014F2	KKLL
0x000014F3	KKLL
0x000014F4	KKLL
0x000014F5	KKLL
0x000014F6	KKLL
0x000014F7	LDL
0x000014F8	FILL
0x000014F9	FILL
0x000014FA	FILL
0x000014FB	FILL
0x000014FC	FILL
0x000014FD	FILL
0x00001508	RS
0x0000152E	RS
0x00001540	RS
0x00001853	LDP @_CAMERAPOS
0x00001857	SETDP
0x00001859	CLRI
0x00001864	CREATE
0x00001865	CREATE
0x00001866	CREATE
0x00001867	CREATE
0x00001868	CREATE
0x00001869	CREATE
0x0000186A	CREATE
0x0000186B	CREATE
0x0000186C	CREATE
0x0000186D	CREATEC
0x0000186E	CREATEC
0x0000186F	CREATEC
0x00001870	CREATE
0x00001871	CREATE
0x00001872	CREATE
0x00001876	CREATE
0x00001877	CREATE
0x00001878	CREATE
0x0000187A	CREATE
0x0000187B	CREATE
0x0000187C	CREATE
0x0000187E	CREATE
0x0000187F	CREATE
0x00001880	CREATE
0x00001882	CREATE
0x00001883	CREATE
0x00001884	CREATE
0x00001886	CREATE
0x00001887	CREATE
0x00001888	CREATE
0x0000188A	CREATE
0x0000188B	CREATE
0x0000188C	CREATE
0x0000188E	CREATE
0x0000188F	CREATE
0x00001890	CREATE
0x00001892	CREATE
0x00001893	CREATE
0x00001894	CREATE
0x0000189C	CREATE
0x0000189D	CREATE
0x0000189E	CREATE
0x000018B1	CLRI
0x000018B5	SOND1
0x000018B6	SOND1
0x000018B7	CREATEC
0x000018B8	CREATEC
0x000018B9	CREATEC
0x000018BF	ORM
0x000018C0	ORM
0x000018C1	ORM
0x000018C5	SLEEP
0x000018C6	SLEEP
0x000018C8	LDL
0x000018F1	LDL
0x00001920	JSRP
0x00001921	JSRP
0x00001922	JSRP
0x00001923	JSRP
0x00001924	JSRP
0x00001925	JSRP
0x00001927	CREATE
0x00001928	CREATE
0x00001929	CREATE
0x0000192A	CREATE
0x0000192B	CREATE
0x0000192C	CREATE
0x0000192D	CREATE
0x0000192E	CREATE
0x0000192F	CREATE
0x00001930	CREATE
0x00001931	CREATE
0x00001932	CREATE
0x00001933	CREATE
0x00001934	CREATE
0x00001935	CREATE
0x00001936	SLEEP
0x00001937	SLEEP
0x00001938	SLEEP
0x00001939	SLEEP
0x0000193E	RETP
0x0000193F	RETP
0x00001940	RETP
0x00001941	RETP
0x00001942	CLRI
0x0000194E	LDL
0x00001956	SLEEP
0x00001957	SLEEP
0x0000195C	DIE
0x0000195D	SOND1
0x0000195E	SOND1
0x00001967	SLEEP
0x00001968	SLEEP
0x0000196A	DIE
0x0000196B	CLRI
0x00001987	LDP @_CAMERAPOS
0x00001994	SETDP
0x000019B4	SLEEP
0x000019B5	SLEEP
0x000019D5	SONDFX
0x000019D6	SONDFX
0x000019E4	PUSHFL
0x000019E5	PUSHFL
0x000019EC	CLRF
0x000019EE	POPFL
0x000019EF	POPFL
0x000019F2	SONDFX
0x000019F3	SONDFX
0x00001A10	CLRF
0x00001A14	SLEEP
0x00001A15	SLEEP
0x00001A2A	LDL
0x00001A2C	CLRI
0x00001A4A	INC
0x00001A65	LDL
0x00001A8A	LDL
0x00001A8E	LDL
0x00001A92	LDL
0x00001A96	LDL
0x00001A9A	LDL
0x00001AAC	INC
0x00001AB0	LDL
0x00001AB4	LDL
0x00001AB8	LDL
0x00001ABC	LDL
0x00001AE3	CLRI
0x00001AEE	SONDFX
0x00001AEF	SONDFX
0x00001AF5	INC
0x00001AF7	DEC
0x00001B03	INC
0x00001B05	DEC
0x00001B10	SLEEP
0x00001B11	SLEEP
0x00001B66	INC
0x00001B74	LDLF
0x00001B79	PUSHFL
0x00001B7A	PUSHFL
0x00001B7E	POPFL
0x00001B7F	POPFL
0x00001B81	PUSHFL
0x00001B82	PUSHFL
0x00001B86	POPFL
0x00001B87	POPFL
0x00001C28	LDL
0x00001C3A	LDL
0x00001C5B	CLRI
0x00001C86	LDP @PEDALMN
0x00001C8E	CLRC
0x00001C90	SETC
0x00001D4A	ORM
0x00001D4B	ORM
0x00001D4C	ORM
0x00001D4E	LDL
0x00001D57	STPI
0x00001D59	CLRI
0x00001D5A	SETAUD
0x00001D5B	SETAUD
0x00001D5E	DEC
0x00001D60	SETAUD
0x00001D61	SETAUD
0x00001D6C	FIFO_CLRP
0x00001D6D	FIFO_CLRP
0x00001D6E	FIFO_CLRP
0x00001D6F	FIFO_CLRP
0x00001D70	FIFO_CLRP
0x00001D71	DMA_WT
0x00001D72	DMA_WT
0x00001D73	DMA_WT
0x00001D74	DMA_WT
0x00001D75	DMA_WT
0x00001D7B	CLRI
0x00001D7C	CLRI
0x00001D81	READADJ
0x00001D82	READADJ
0x00001D86	READAUD
0x00001D87	READAUD
0x00001D8A	SETC
0x00001D8E	CLRC
0x00001DA0	DIE
0x00001DA8	INC
0x00001DAA	SOND1
0x00001DAB	SOND1
0x00001DAC	DIE
0x00001DB2	SETAUD
0x00001DB3	SETAUD
0x00001DBB	CLRI
0x00001DBD	LDP @FASTSTKI
0x00001DC2	DIE
0x00001DC3	CLRF
0x00001DCC	SLEEP
0x00001DCD	SLEEP
0x00001DD1	LDIL
0x00001DD2	LDIL
0x00001DD3	LDIL
0x00001DD8	CLRF
0x00001DE3	CREATE
0x00001DE4	CREATE
0x00001DE5	CREATE
0x00001DEC	LDL
0x00001DF7	LDL
0x00001DFA	LDL
0x00001E05	LDL
0x00001E08	LDL
0x00001E13	LDL
0x00001E20	DEC
0x00001F8B	LDPI
0x00001F8E	LDPI
0x00001FAE	CLRC
0x00001FB7	LDPI
0x00001FC2	LDPI
0x00001FC4	LDPI
0x00001FCB	CLRC
0x00001FCD	SETC
0x00001FE7	LDPI
0x00002004	FLOATP
0x00002033	LDPI
0x00002059	CLRI
0x0000205B	LDPI
0x00002071	LDPI
0x000020BE	LDPI
0x000020BF	LDPI
0x000020C1	LDPI
0x000020D2	SETC
0x000020D4	LDPI
0x000020D5	LDPI
0x000020D9	LDPI
0x000020E4	CLRF
0x0000210B	LDPI
0x00002120	LS
0x00002134	LDPI
0x00002139	INC
0x0000213B	RS
0x00002140	RS
0x00002143	RS
0x0000216B	CLRC
0x0000217B	SETC
0x00002192	LS
0x0000219D	LS
0x000021D0	LDPI
0x000021E9	LDPI
0x000021EA	LDPI
0x000021EC	LDPI
0x000021ED	LDPI
0x000021EF	LDPI
0x000021F1	LDPI
0x000021F2	LDPI
0x00002221	LDPI
0x00002223	LDPI
0x0000224E	RANDN
0x0000224F	RANDN
0x00002251	CREATE
0x00002252	CREATE
0x00002253	CREATE
0x00002281	LDPI
0x0000229D	LS
0x000022A6	LDPI
0x000022A9	SONDFX
0x000022AA	SONDFX
0x000022D9	LDPI
0x00002313	LDPI
0x0000233A	LDPI
0x00002343	LDPI
0x0000234F	FLOATP
0x0000237E	SLEEP
0x0000237F	SLEEP
0x000023A4	LDPI
0x000023AA	SLEEP
0x000023AB	SLEEP
0x000023B1	LDPI
0x000023B7	SLEEP
0x000023B8	SLEEP
0x000023BC	LDPI
0x000023C2	SLEEP
0x000023C3	SLEEP
0x000023CD	LS
0x000023D2	LDPI
0x000023DC	LS
0x000023E0	LS
0x000023E5	LDPI
0x000023E9	LS
0x00002424	LDPI
0x00002440	LDPI
0x0000248F	FLOATP
0x000024A3	FLOATP
0x000024AB	LDPI
0x000024C7	LDPI
0x000024CC	SLEEP
0x000024CD	SLEEP
0x000024E6	LDPI
0x00002540	SLEEP
0x00002541	SLEEP
0x0000254C	SLEEP
0x0000254D	SLEEP
0x00002569	DIE
0x00002572	CLRF
0x00002584	SLEEP
0x00002585	SLEEP
0x000025DA	LDPI
0x000025E1	LDPI
0x0000260E	LDPI
0x00002633	LDPI
0x000026A3	LDPI
0x000026E0	SUBPF
0x00002704	LDP HALFPII
0x00002737	LDPI
0x00002831	SETC
0x00002833	CLRC
0x00002869	LDPI
0x0000286E	LDPI
0x0000289C	CLRC
0x000028A6	SETC
0x000028CB	LDPI
0x0000296F	LS
0x00002972	SETC
0x00002980	SLEEP
0x00002981	SLEEP
0x000029B4	STPI
0x000029CF	CLRF
0x00002A0E	LDP @_CAMERARAD+Y
0x00002A10	SETDP
0x00002A52	STPI
0x00002A82	SONDFX
0x00002A83	SONDFX
0x00002A84	CREATEC
0x00002A85	CREATEC
0x00002A86	CREATEC
0x00002A87	CREATEC
0x00002A88	CREATEC
0x00002A89	CREATEC
0x00002ADE	LDP @_CAMERARAD+Y
0x00002AE0	SETDP
0x00002AE8	LDP @_CAMERARAD+X
0x00002AEA	SETDP
0x00002AFB	CLRF
0x00002AFC	LDP @_CAMERARAD+X
0x00002AFE	SETDP
0x00002B09	LDP @_CAMERARAD+Y
0x00002B13	SETDP
0x00002B19	LDP @_CAMERARAD+Y
0x00002B1B	SETDP
0x00002B26	LDP @_CAMERARAD+Y
0x00002B28	SETDP
0x00002B2C	LDP @_CAMERARAD+Y
0x00002B2E	SETDP
0x00002B5E	SLEEP
0x00002B5F	SLEEP
0x00002BFA	STPI
0x00002C0A	LDP @_CAMERARAD+Y
0x00002C0C	SETDP
0x00002C56	FLOATP
0x00002D85	FLOATP
0x00002E0C	FLOATP
0x00002E57	FLOATP
0x00002EB0	FLOATP
0x00002F3A	CLRC
0x00002F3F	SETC
0x00002F92	FLOATP
0x000030A1	CREATEC
0x000030A2	CREATEC
0x000030A3	CREATEC
0x000030A6	CREATEC
0x000030A7	CREATEC
0x000030A8	CREATEC
0x000030B9	SONDFX
0x000030BA	SONDFX
0x000030CD	SONDFX
0x000030CE	SONDFX
0x000030D4	CREATEC
0x000030D5	CREATEC
0x000030D6	CREATEC
0x000030EB	CREATEC
0x000030EC	CREATEC
0x000030ED	CREATEC
0x00003107	CREATEC
0x00003108	CREATEC
0x00003109	CREATEC
0x00003140	SONDFX
0x00003141	SONDFX
0x0000314B	SUBPI
0x000032F7	CLRC
0x000032F9	SETC
0x000032FB	READADJ
0x000032FC	READADJ
0x000032FF	CLRC
0x0000330C	SETC
0x0000334B	SONDFX
0x0000334C	SONDFX
0x0000334D	PUSHP
0x0000334E	PUSHP
0x0000334F	PUSHP
0x00003356	SLEEP
0x00003357	SLEEP
0x00003359	POPP
0x0000335A	POPP
0x0000335B	POPP
0x00003360	CLRI
0x00003364	SONDFX
0x00003365	SONDFX
0x00003393	LDP @_CAMERAPOS+Y
0x00003396	SETDP
0x0000339A	LDP @_CAMERAPOS+Z
0x0000339D	SETDP
0x000033BD	SLEEP
0x000033BE	SLEEP
0x000033C7	SONDFX
0x000033C8	SONDFX
0x000033C9	SLEEP
0x000033CA	SLEEP
0x000033DF	SLEEP
0x000033E0	SLEEP
0x000033E2	SONDFX
0x000033E3	SONDFX
0x000033E4	SONDFX
0x000033E5	SONDFX
0x000033F9	LDP @_CAMERAPOS+Y
0x000033FC	SETDP
0x000033FD	SLEEP
0x000033FE	SLEEP
0x00003401	LDP @_CAMERAPOS+Y
0x00003404	SETDP
0x00003405	SLEEP
0x00003406	SLEEP
0x00003409	LDP @_CAMERAPOS+Y
0x0000340B	SETDP
0x0000340C	SLEEP
0x0000340D	SLEEP
0x00003421	SLEEP
0x00003422	SLEEP
0x00003424	SONDFX
0x00003425	SONDFX
0x00003426	LDP @_CAMERAPOS
0x0000342A	SETDP
0x0000344A	LDP @_CAMERARAD
0x0000344E	SETDP
0x00003459	SLEEP
0x0000345A	SLEEP
0x0000345C	SONDFX
0x0000345D	SONDFX
0x0000347C	LDP @_CAMERARAD
0x0000347E	SETDP
0x00003488	SLEEP
0x00003489	SLEEP
0x000034B5	SLEEP
0x000034B6	SLEEP
0x000034BB	SONDFX
0x000034BC	SONDFX
0x000034F1	LDP @_CAMERARAD
0x000034F7	SETDP
0x00003502	SLEEP
0x00003503	SLEEP
0x0000350F	CREATE
0x00003510	CREATE
0x00003511	CREATE
0x00003512	SLEEP
0x00003513	SLEEP
0x0000351D	SLEEP
0x0000351E	SLEEP
0x0000351F	LDP @_CAMERAPOS+Y
0x00003526	SETDP
0x00003529	LDL
0x0000352C	LDL
0x0000352F	LDL
0x00003532	LDL
0x00003538	CREATEC
0x00003539	CREATEC
0x0000353A	CREATEC
0x0000353C	SLEEP
0x0000353D	SLEEP
0x0000353E	SOND1
0x0000353F	SOND1
0x00003540	CREATE
0x00003541	CREATE
0x00003542	CREATE
0x00003543	SLEEP
0x00003544	SLEEP
0x00003547	LDL
0x00003559	RETP
0x0000355A	RETP
0x0000355B	RETP
0x0000355C	RETP
0x0000362E	LDP @_CAMERAPOS
0x00003630	SETDP
0x000036A0	SONDFX
0x000036A1	SONDFX
0x000036AF	SLEEP
0x000036B0	SLEEP
0x000036B2	DIE
0x000036C0	CLRC
0x000036C5	SETC
0x000036D3	CLRC
0x000036D6	SETC
0x000036E7	CLRC
0x000036EC	SETC
0x000036FA	CLRC
0x000036FD	SETC
0x000037A8	LDL
0x00003859	LDL
0x0000385B	LDL
0x0000385D	LDL
0x0000385F	LDL
0x00003861	LDL
0x00003863	LDL
0x00003869	CLRI
0x0000386B	CREATE
0x0000386C	CREATE
0x0000386D	CREATE
0x00003870	SLEEP
0x00003871	SLEEP
0x0000388A	LDL
0x0000388F	LDP @_CAMERAPOS+X
0x00003896	CLRF
0x00003898	SETDP
0x0000389B	LDL
0x000038AA	CREATEC
0x000038AB	CREATEC
0x000038AC	CREATEC
0x000038AE	SLEEP
0x000038AF	SLEEP
0x000038B5	SLEEP
0x000038B6	SLEEP
0x000038B8	SLEEP
0x000038B9	SLEEP
0x000038BB	LDP @_CAMERAPOS
0x000038C4	SETDP
0x000038C6	SLEEP
0x000038C7	SLEEP
0x000038CA	DIE
0x0000393C	LDIL
0x0000393D	LDIL
0x0000393E	LDIL
0x00003966	CREATE
0x00003967	CREATE
0x00003968	CREATE
0x000039A9	SETAUD
0x000039AA	SETAUD
0x000039AC	DEC
0x000039B0	CLRI
0x000039B5	READAUD
0x000039B6	READAUD
0x000039BB	CREATEC
0x000039BC	CREATEC
0x000039BD	CREATEC
0x000039BF	LDL
0x000039CA	LDL
0x000039D4	CLRI
0x000039D6	LDL
0x000039E0	LDL
0x000039E4	LDL
0x000039EE	LDL
0x000039F2	LDL
0x000039FC	LDL
0x00003A03	SLEEP
0x00003A04	SLEEP
0x00003A06	SLEEP
0x00003A07	SLEEP
0x00003A15	SLEEP
0x00003A16	SLEEP
0x00003A2B	DIE
0x00003A3E	CLRI
0x00003A4A	CLRI
0x00003A4E	CLRI
0x00003A57	CREATE
0x00003A58	CREATE
0x00003A59	CREATE
0x00003A5A	CREATE
0x00003A5B	CREATE
0x00003A5C	CREATE
0x00003A5D	CREATE
0x00003A5E	CREATE
0x00003A5F	CREATE
0x00003A61	LDP @FASTSTKI
0x00003A6B	CLRI
0x00003A6D	CREATE
0x00003A6E	CREATE
0x00003A6F	CREATE
0x00003A70	LDP @IN_RESET_MODE
0x00003A72	SETDP
0x00003A74	SLEEP
0x00003A75	SLEEP
0x00003A7A	SOND1
0x00003A7B	SOND1
0x00003A86	CREATE
0x00003A87	CREATE
0x00003A88	CREATE
0x00003A89	SONDFX
0x00003A8A	SONDFX
0x00003A8B	SONDFX
0x00003A8C	SONDFX
0x00003A8D	SOND1
0x00003A8E	SOND1
0x00003A92	CREATEC
0x00003A93	CREATEC
0x00003A94	CREATEC
0x00003A95	JSRP
0x00003A96	JSRP
0x00003A97	JSRP
0x00003A98	JSRP
0x00003A99	JSRP
0x00003A9A	JSRP
0x00003A9C	CREATE
0x00003A9D	CREATE
0x00003A9E	CREATE
0x00003A9F	CREATE
0x00003AA0	CREATE
0x00003AA1	CREATE
0x00003AA2	CREATE
0x00003AA3	CREATE
0x00003AA4	CREATE
0x00003AA5	CREATE
0x00003AA6	CREATE
0x00003AA7	CREATE
0x00003AA8	CREATE
0x00003AA9	CREATE
0x00003AAA	CREATE
0x00003AB1	CREATE
0x00003AB2	CREATE
0x00003AB3	CREATE
0x00003AB5	ISREC
0x00003AB6	ISREC
0x00003AB7	ISREC
0x00003AB8	SLEEP
0x00003AB9	SLEEP
0x00003AC0	SOND1
0x00003AC1	SOND1
0x00003AC2	SONDFX
0x00003AC3	SONDFX
0x00003ACA	SLEEP
0x00003ACB	SLEEP
0x00003ACD	CREATE
0x00003ACE	CREATE
0x00003ACF	CREATE
0x00003AD0	SLEEP
0x00003AD1	SLEEP
0x00003AD4	SLEEP
0x00003AD5	SLEEP
0x00003AE5	LDL
0x00003AE6	LDL
0x00003AEB	READADJ
0x00003AEC	READADJ
0x00003AF4	LDL
0x00003AF6	LDL
0x00003AF8	LDL
0x00003AFE	CREATE
0x00003AFF	CREATE
0x00003B00	CREATE
0x00003B01	SONDFX
0x00003B02	SONDFX
0x00003B12	CLRI
0x00003B17	SLEEP
0x00003B18	SLEEP
0x00003B1B	INC
0x00003B21	SLEEP
0x00003B22	SLEEP
0x00003B24	CLRI
0x00003B26	READAUD
0x00003B27	READAUD
0x00003B2A	JSRP
0x00003B2B	JSRP
0x00003B2C	JSRP
0x00003B2D	JSRP
0x00003B2E	JSRP
0x00003B2F	JSRP
0x00003B32	CLRI
0x00003B3A	CLRI
0x00003B3D	CLRF
0x00003B3E	LDP @_CAMERAPOS+X
0x00003B44	CLRF
0x00003B46	SETDP
0x00003B50	SLEEP
0x00003B51	SLEEP
0x00003B54	SLEEP
0x00003B55	SLEEP
0x00003B59	READAUD
0x00003B5A	READAUD
0x00003B5D	CREATE
0x00003B5E	CREATE
0x00003B5F	CREATE
0x00003B65	READAUD
0x00003B66	READAUD
0x00003B6A	DEC
0x00003B6D	INCAUD
0x00003B6E	INCAUD
0x00003B77	JSRP
0x00003B78	JSRP
0x00003B79	JSRP
0x00003B7A	JSRP
0x00003B7B	JSRP
0x00003B7C	JSRP
0x00003B83	INCAUD
0x00003B84	INCAUD
0x00003B89	JSRP
0x00003B8A	JSRP
0x00003B8B	JSRP
0x00003B8C	JSRP
0x00003B8D	JSRP
0x00003B8E	JSRP
0x00003B8F	JSRP
0x00003B90	JSRP
0x00003B91	JSRP
0x00003B92	JSRP
0x00003B93	JSRP
0x00003B94	JSRP
0x00003BAE	READAUD
0x00003BAF	READAUD
0x00003BB7	CREATEC
0x00003BB8	CREATEC
0x00003BB9	CREATEC
0x00003BD2	CLRI
0x00003BD4	CREATE
0x00003BD5	CREATE
0x00003BD6	CREATE
0x00003BD7	CLRI
0x00003BDA	DIE
0x00003BE9	READAUD
0x00003BEA	READAUD
0x00003BED	JSRP
0x00003BEE	JSRP
0x00003BEF	JSRP
0x00003BF0	JSRP
0x00003BF1	JSRP
0x00003BF2	JSRP
0x00003BF3	SLEEP
0x00003BF4	SLEEP
0x00003C00	LDL
0x00003C02	LDL
0x00003C06	READAUD
0x00003C07	READAUD
0x00003C0A	JSRP
0x00003C0B	JSRP
0x00003C0C	JSRP
0x00003C0D	JSRP
0x00003C0E	JSRP
0x00003C0F	JSRP
0x00003C12	NOENTR2
0x00003C1B	INCAUD
0x00003C1C	INCAUD
0x00003C1D	INCAUD
0x00003C1E	INCAUD
0x00003C1F	INCAUD
0x00003C20	INCAUD
0x00003C21	JSRP
0x00003C22	JSRP
0x00003C23	JSRP
0x00003C24	JSRP
0x00003C25	JSRP
0x00003C26	JSRP
0x00003C2A	SLEEP
0x00003C2B	SLEEP
0x00003C37	LDL
0x00003C39	ORM
0x00003C3A	ORM
0x00003C3B	ORM
0x00003C3C	ORM
0x00003C3D	ORM
0x00003C3E	ORM
0x00003C3F	LDL
0x00003C4B	LDL
0x00003C4D	ORM
0x00003C4E	ORM
0x00003C4F	ORM
0x00003C50	ORM
0x00003C51	ORM
0x00003C52	ORM
0x00003C53	LDL
0x00003C57	SLEEP
0x00003C58	SLEEP
0x00003C5A	DIE
0x00003C6A	LDP @_CAMERAPOS+X
0x00003C6D	SETDP
0x00003C6F	LDP @_CAMERAPOS+X
0x00003C7D	SETDP
0x00003C7E	SLEEP
0x00003C7F	SLEEP
0x00003C81	DIE
0x00003C84	INCAUD
0x00003C85	INCAUD
0x00003CC4	SOND1
0x00003CC5	SOND1
0x00003CCF	LDL
0x00003CD5	ORM
0x00003CD6	ORM
0x00003CD7	ORM
0x00003CD8	SLEEP
0x00003CD9	SLEEP
0x00003CDA	LDL
0x00003CDC	READAUD
0x00003CDD	READAUD
0x00003CE1	LDL
0x00003CE7	ORM
0x00003CE8	ORM
0x00003CE9	ORM
0x00003CEA	SLEEP
0x00003CEB	SLEEP
0x00003CED	DIE
0x00003CF1	DEC
0x00003CF8	ORM
0x00003CF9	ORM
0x00003CFA	ORM
0x00003CFB	ORM
0x00003CFC	ORM
0x00003CFD	ORM
0x00003D06	ORM
0x00003D07	ORM
0x00003D08	ORM
0x00003D09	ORM
0x00003D0A	ORM
0x00003D0B	ORM
0x00003D1F	SLEEP
0x00003D20	SLEEP
0x00003D2D	SLEEP
0x00003D2E	SLEEP
0x00003D3E	SLEEP
0x00003D3F	SLEEP
0x00003D41	DIE
0x00003D42	SLEEP
0x00003D43	SLEEP
0x00003D4B	ORM
0x00003D4C	ORM
0x00003D4D	ORM
0x00003D4E	ORM
0x00003D4F	ORM
0x00003D50	ORM
0x00003D59	ORM
0x00003D5A	ORM
0x00003D5B	ORM
0x00003D5C	ORM
0x00003D5D	ORM
0x00003D5E	ORM
0x00003D72	SLEEP
