symbol,ref_count,example1,example2,example3
BSYNC,3,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:56,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1380,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:168
BUT3,3,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1435,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1444,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1453
BUTTON_IBO,3,/Users/j.harris/code/cruisin-usa/CUSA.ASM:2066,/Users/j.harris/code/cruisin-usa/CUSA.ASM:2083,/Users/j.harris/code/cruisin-usa/CUSA.ASM:2089
BWLX,3,/Users/j.harris/code/cruisin-usa/PLYR.ASM:244,/Users/j.harris/code/cruisin-usa/PLYR.ASM:249,/Users/j.harris/code/cruisin-usa/PLYR.ASM:251
CAM3RD0,3,/Users/j.harris/code/cruisin-usa/PLYR.ASM:905,/Users/j.harris/code/cruisin-usa/PLYR.ASM:908,/Users/j.harris/code/cruisin-usa/PLYR.ASM:957
CAR_ARRAY,3,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1412,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1902,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1908
CARLIST,3,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:662,/Users/j.harris/code/cruisin-usa/UTIL.ASM:1050,/Users/j.harris/code/cruisin-usa/UTIL.ASM:1053
CARSCL,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1213,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1217,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1227
CARTMP1,3,/Users/j.harris/code/cruisin-usa/RACER.ASM:1663,/Users/j.harris/code/cruisin-usa/RACER.ASM:1665,/Users/j.harris/code/cruisin-usa/RACER.ASM:1802
CCLPX,3,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1529,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1546,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1552
CCOLLX,3,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:81,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:83,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:96
CDLP,3,/Users/j.harris/code/cruisin-usa/UTIL.ASM:795,/Users/j.harris/code/cruisin-usa/UTIL.ASM:814,/Users/j.harris/code/cruisin-usa/UTIL.ASM:828
CHECKTHEREG,3,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:436,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:439,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:446
CHICAGO_LIST,3,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:267,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:271,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:302
CKBNCX,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3829,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3836,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3839
CKCAROFF,3,/Users/j.harris/code/cruisin-usa/RHO.ASM:436,/Users/j.harris/code/cruisin-usa/RHO.ASM:611,/Users/j.harris/code/cruisin-usa/RHO.ASM:622
CKCXFAIL,3,/Users/j.harris/code/cruisin-usa/RHO.ASM:626,/Users/j.harris/code/cruisin-usa/RHO.ASM:631,/Users/j.harris/code/cruisin-usa/RHO.ASM:637
CKPX,3,/Users/j.harris/code/cruisin-usa/RACER.ASM:624,/Users/j.harris/code/cruisin-usa/RACER.ASM:643,/Users/j.harris/code/cruisin-usa/RACER.ASM:645
CKRANGE,3,/Users/j.harris/code/cruisin-usa/RACER.ASM:777,/Users/j.harris/code/cruisin-usa/RACER.ASM:786,/Users/j.harris/code/cruisin-usa/RACER.ASM:793
CKRFAIL,3,/Users/j.harris/code/cruisin-usa/RACER.ASM:796,/Users/j.harris/code/cruisin-usa/RACER.ASM:798,/Users/j.harris/code/cruisin-usa/RACER.ASM:801
CLDSCAN,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1104,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1125,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2905
CLDSCL,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2916,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2931,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2943
CLDSCL0,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2907,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2934,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2952
CMERRORDEAD,3,/Users/j.harris/code/cruisin-usa/COMM.ASM:280,/Users/j.harris/code/cruisin-usa/COMM.ASM:295,/Users/j.harris/code/cruisin-usa/COMM.ASM:637
CMOS_CHIP,3,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:188,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:593,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:627
CMSX,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:73,/Users/j.harris/code/cruisin-usa/COLLA.ASM:101,/Users/j.harris/code/cruisin-usa/COLLA.ASM:118
COFFX,3,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:93,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:129,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:136
COLSCAN,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1103,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2841,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:106
COLSCL,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2849,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2865,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2886
COLSCL0,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2842,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2867,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2881
COLSGCX0,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1583,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1650,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1654
COLVEL,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:46,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3530,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3758
COMM_MASTER_ERROR_CNT,3,/Users/j.harris/code/cruisin-usa/COMM.ASM:28,/Users/j.harris/code/cruisin-usa/COMM.ASM:35,/Users/j.harris/code/cruisin-usa/COMM.ASM:645
CPHX,3,/Users/j.harris/code/cruisin-usa/OVERLAY.ASM:131,/Users/j.harris/code/cruisin-usa/OVERLAY.ASM:145,/Users/j.harris/code/cruisin-usa/OVERLAY.ASM:149
CREDITBUFFER,3,/Users/j.harris/code/cruisin-usa/COIN.ASM:672,/Users/j.harris/code/cruisin-usa/COIN.ASM:673,/Users/j.harris/code/cruisin-usa/COIN.ASM:969
CRLX,3,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2470,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2473,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2508
CRT_REG_SETUP_STRI,3,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1591,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1629,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1630
CSOX,3,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:196,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:208,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:213
CSPSLEEP,3,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:399,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:405,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:409
CT_LENG,3,/Users/j.harris/code/cruisin-usa/TRANS.ASM:56,/Users/j.harris/code/cruisin-usa/TRANS.ASM:822,/Users/j.harris/code/cruisin-usa/TRANS.ASM:923
CT_RENG,3,/Users/j.harris/code/cruisin-usa/TRANS.ASM:64,/Users/j.harris/code/cruisin-usa/TRANS.ASM:823,/Users/j.harris/code/cruisin-usa/TRANS.ASM:929
CTLPX,3,/Users/j.harris/code/cruisin-usa/TRANS.ASM:121,/Users/j.harris/code/cruisin-usa/TRANS.ASM:144,/Users/j.harris/code/cruisin-usa/TRANS.ASM:150
cvette,3,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:247,/Users/j.harris/code/cruisin-usa/WAVE.ASM:715,/Users/j.harris/code/cruisin-usa/WAVE.ASM:927
DADA4,3,/Users/j.harris/code/cruisin-usa/MAP.ASM:1455,/Users/j.harris/code/cruisin-usa/MAP.ASM:1489,/Users/j.harris/code/cruisin-usa/MAP.ASM:1507
DAMPPWR,3,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:26,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:91,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:116
DB,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:239,/Users/j.harris/code/cruisin-usa/COLLA.ASM:584,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1867
dc_PALETTES,3,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:78,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:69,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:915
dcbus,3,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1354,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1354,/Users/j.harris/code/cruisin-usa/WAVE.ASM:763
DCRHOX,3,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1261,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1264,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1279
DEADLP,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2622,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2636,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2767
DEBSCAN,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1110,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1128,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1813
DEBSCL,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1818,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1823,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1828
DEBSCL1,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1815,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1827,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1830
DECOMPRESS_TOPLP3,3,/Users/j.harris/code/cruisin-usa/COMP.ASM:350,/Users/j.harris/code/cruisin-usa/COMP.ASM:360,/Users/j.harris/code/cruisin-usa/COMP.ASM:409
DECOMPRESSLP,3,/Users/j.harris/code/cruisin-usa/COMP.ASM:433,/Users/j.harris/code/cruisin-usa/COMP.ASM:447,/Users/j.harris/code/cruisin-usa/COMP.ASM:499
DECOMPRESSX,3,/Users/j.harris/code/cruisin-usa/COMP.ASM:418,/Users/j.harris/code/cruisin-usa/COMP.ASM:438,/Users/j.harris/code/cruisin-usa/COMP.ASM:505
DEER_EXPX,3,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:631,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:634,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:659
DELP2,3,/Users/j.harris/code/cruisin-usa/PALL.ASM:661,/Users/j.harris/code/cruisin-usa/PALL.ASM:668,/Users/j.harris/code/cruisin-usa/PALL.ASM:678
DFX1,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2746,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2751,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2760
DGBT,3,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1534,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1538,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1544
dgtruck,3,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1354,/Users/j.harris/code/cruisin-usa/WAVE.ASM:747,/Users/j.harris/code/cruisin-usa/WAVE.ASM:844
dheada,3,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:608,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:609,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:609
DHSLOOP,3,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2657,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2696,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2708
DHSLOOPX,3,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2694,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2697,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2702
DIRTY_SHARED,3,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3669,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3672,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:411
DODIE,3,/Users/j.harris/code/cruisin-usa/BONUS.ASM:268,/Users/j.harris/code/cruisin-usa/BONUS.ASM:272,/Users/j.harris/code/cruisin-usa/BONUS.ASM:396
DOGENRLB,3,/Users/j.harris/code/cruisin-usa/COMMDRNE.ASM:91,/Users/j.harris/code/cruisin-usa/PLYR.ASM:278,/Users/j.harris/code/cruisin-usa/PLYR.ASM:292
DOIT6,3,/Users/j.harris/code/cruisin-usa/INTRO.ASM:764,/Users/j.harris/code/cruisin-usa/INTRO.ASM:766,/Users/j.harris/code/cruisin-usa/INTRO.ASM:769
DONE,3,/Users/j.harris/code/cruisin-usa/RACER.ASM:1578,/Users/j.harris/code/cruisin-usa/RACER.ASM:1599,/Users/j.harris/code/cruisin-usa/RACER.ASM:1611
DONE_ENTRY,3,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:434,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:438,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:465
DONE_MODE_MSG,3,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1105,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1113,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1119
DONE_MSG,3,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2044,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2051,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2055
DONTWORRY,3,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:111,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:114,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:119
DOTRIG,3,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:360,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:364,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:386
DRONDEBRIS,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1108,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1127,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1151
DRONINBX,3,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2698,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2702,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2706
DRONSIGN,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1107,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1126,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1158
DSS,3,/Users/j.harris/code/cruisin-usa/DIAG.ASM:704,/Users/j.harris/code/cruisin-usa/DIAG.ASM:710,/Users/j.harris/code/cruisin-usa/DIAG.ASM:721
DVLOOP,3,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3135,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3189,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3196
DWAI,3,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:502,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:506,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:518
DYNALIST,3,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:659,/Users/j.harris/code/cruisin-usa/UTIL.ASM:959,/Users/j.harris/code/cruisin-usa/UTIL.ASM:962
DYNALPX,3,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1114,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1260,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1274
DYNREG,3,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:916,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1171,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1175
EFFECTS_TAB,3,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1519,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1541,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1622
EMIL1A,3,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:348,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:352,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:355
EPALRL,3,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:613,/Users/j.harris/code/cruisin-usa/TRANS.ASM:27,/Users/j.harris/code/cruisin-usa/TRANS.ASM:30
EPALRR,3,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:613,/Users/j.harris/code/cruisin-usa/TRANS.ASM:26,/Users/j.harris/code/cruisin-usa/TRANS.ASM:29
ERRLOG_D,3,/Users/j.harris/code/cruisin-usa/ERROR.ASM:200,/Users/j.harris/code/cruisin-usa/ERROR.ASM:234,/Users/j.harris/code/cruisin-usa/ERROR.ASM:337
EXITL2,3,/Users/j.harris/code/cruisin-usa/MOTION.ASM:2083,/Users/j.harris/code/cruisin-usa/MOTION.ASM:2089,/Users/j.harris/code/cruisin-usa/MOTION.ASM:2094
EXITR,3,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1165,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1207,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1236
EXP_DIE,3,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1057,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1069,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1078
FGLL,3,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2746,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2753,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2756
FILLLP1,3,/Users/j.harris/code/cruisin-usa/FONT1A.ASM:315,/Users/j.harris/code/cruisin-usa/FONT1A.ASM:324,/Users/j.harris/code/cruisin-usa/FONT1A.ASM:330
finale_PALETTES,3,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:83,/Users/j.harris/code/cruisin-usa/BONUS.ASM:1069,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:74
FINDX,3,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:1408,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1109,/Users/j.harris/code/cruisin-usa/RACER.ASM:1267
fixedfnt_tPAL,3,/Users/j.harris/code/cruisin-usa/TEXT.ASM:363,/Users/j.harris/code/cruisin-usa/TEXT.ASM:380,/Users/j.harris/code/cruisin-usa/WAVE.ASM:403
FLAME_ANIX,3,/Users/j.harris/code/cruisin-usa/FLAME.ASM:107,/Users/j.harris/code/cruisin-usa/FLAME.ASM:131,/Users/j.harris/code/cruisin-usa/FLAME.ASM:137
FLASH_LOCK,3,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2810,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2829,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2831
FLASH_STARTX,3,/Users/j.harris/code/cruisin-usa/COIN.ASM:862,/Users/j.harris/code/cruisin-usa/COIN.ASM:869,/Users/j.harris/code/cruisin-usa/COIN.ASM:871
flour_lghtof,3,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2055,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2537,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2569
FLY0,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2097,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2101,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2107
FLYCAR0,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2015,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2018,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2024
FLYCAR0A,3,/Users/j.harris/code/cruisin-usa/RROAD.ASM:451,/Users/j.harris/code/cruisin-usa/RROAD.ASM:454,/Users/j.harris/code/cruisin-usa/RROAD.ASM:462
FLYCARPXXXX,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2569,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2582,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2667
FLYCARSTOPA,3,/Users/j.harris/code/cruisin-usa/RROAD.ASM:674,/Users/j.harris/code/cruisin-usa/RROAD.ASM:826,/Users/j.harris/code/cruisin-usa/RROAD.ASM:857
FLYCARSTP,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2497,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2505,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2513
FLYCARSTPA,3,/Users/j.harris/code/cruisin-usa/RROAD.ASM:817,/Users/j.harris/code/cruisin-usa/RROAD.ASM:823,/Users/j.harris/code/cruisin-usa/RROAD.ASM:828
FLYCCC,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2442,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2449,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2488
FLYCCCA,3,/Users/j.harris/code/cruisin-usa/RROAD.ASM:762,/Users/j.harris/code/cruisin-usa/RROAD.ASM:769,/Users/j.harris/code/cruisin-usa/RROAD.ASM:808
FLYSTOP,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1726,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1752,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1794
FONTDIGITLG_A,3,/Users/j.harris/code/cruisin-usa/TEXT.ASM:33,/Users/j.harris/code/cruisin-usa/TEXT.ASM:170,/Users/j.harris/code/cruisin-usa/TEXT.ASM:185
FORMNX,3,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2436,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2440,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2444
FRAMETIME,3,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:245,/Users/j.harris/code/cruisin-usa/CUSA.ASM:129,/Users/j.harris/code/cruisin-usa/CUSA.ASM:531
FRENCH1,3,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:633,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1525,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1578
FRIC0,3,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2079,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2083,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2090
FRL1,3,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2063,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2066,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2069
GAMETRAK,3,/Users/j.harris/code/cruisin-usa/BONUS.ASM:82,/Users/j.harris/code/cruisin-usa/BONUS.ASM:83,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:77
GCANYON_LIST,3,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:266,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:270,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:292
GCHX,3,/Users/j.harris/code/cruisin-usa/COIN.ASM:941,/Users/j.harris/code/cruisin-usa/COIN.ASM:944,/Users/j.harris/code/cruisin-usa/COIN.ASM:946
GENERAL1,3,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1393,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1542,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1595
GERMAN1,3,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:519,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1524,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1577
GETBX,3,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2178,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2187,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2192
GETPOWER,3,/Users/j.harris/code/cruisin-usa/RACER.ASM:498,/Users/j.harris/code/cruisin-usa/RACER.ASM:1007,/Users/j.harris/code/cruisin-usa/RACER.ASM:1022
GETSK0,3,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1619,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1624,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1629
GETSKXX,3,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1614,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1626,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1696
GGPARK_LIST,3,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:264,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:268,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:273
GOOSE_ME,3,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:910,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:916,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:929
GOTCOL,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3977,/Users/j.harris/code/cruisin-usa/COLLA.ASM:4002,/Users/j.harris/code/cruisin-usa/COLLA.ASM:4015
GPLX,3,/Users/j.harris/code/cruisin-usa/PALL.ASM:358,/Users/j.harris/code/cruisin-usa/PALL.ASM:375,/Users/j.harris/code/cruisin-usa/PALL.ASM:398
GSKD1,3,/Users/j.harris/code/cruisin-usa/PLYR.ASM:746,/Users/j.harris/code/cruisin-usa/PLYR.ASM:748,/Users/j.harris/code/cruisin-usa/PLYR.ASM:753
gtruck,3,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2333,/Users/j.harris/code/cruisin-usa/WAVE.ASM:747,/Users/j.harris/code/cruisin-usa/WAVE.ASM:923
h280_PALETTES,3,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:47,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:370,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:399
HANMENL,3,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1316,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1449,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1459
HARDCOL3,3,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1419,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1431,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1458
HI_ST_END,3,/Users/j.harris/code/cruisin-usa/RACER.ASM:689,/Users/j.harris/code/cruisin-usa/RACER.ASM:694,/Users/j.harris/code/cruisin-usa/RACER.ASM:983
HIGHEST_ROADY_X,3,/Users/j.harris/code/cruisin-usa/INFIN.ASM:35,/Users/j.harris/code/cruisin-usa/INFIN.ASM:145,/Users/j.harris/code/cruisin-usa/INFIN.ASM:346
HM_WT,3,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1389,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1393,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1404
