timestamp_utc	rom_path	labels_tsv	apply_py	rows_total	rows_code	rows_data	anchors	unresolved	dp0_marks	labels_emitted	promoted_aliases	seed_map	seed_entries	ida_lookup_map	ida_lookup_entries	address_map_entries
2026-06-11T20:11:49.137530+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6342	1575	2738	776	0	484	6342	1150	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6342
2026-06-11T20:21:11.091197+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6338	1575	2734	776	0	484	6338	1109	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6338
2026-06-11T20:26:57.329409+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6359	1575	2755	776	0	484	6359	1114	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6359
2026-06-11T20:30:36.686199+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6372	1575	2768	776	0	484	6372	1115	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6372
2026-06-11T20:36:55.777520+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6366	1575	2762	776	0	484	6366	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6366
2026-06-11T21:48:46.483599+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6366	1575	2762	776	0	484	6366	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6366
2026-06-11T21:50:46.182532+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-11T22:33:37.901755+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6381	1575	2774	776	0	484	6381	1110	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6381
2026-06-11T23:34:16.187120+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6381	1575	2774	776	0	484	6381	1110	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6381
2026-06-11T23:44:33.172808+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6381	1575	2774	776	0	484	6381	1110	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6381
2026-06-11T23:55:06.604516+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
